Tipo_Fundo_Classe;CNPJ_Fundo_Classe;Data_Referencia;Versao;Data_Entrega;Nome_Fundo_Classe;Data_Funcionamento;Publico_Alvo;Codigo_ISIN;Quantidade_Cotas_Emitidas;Fundo_Exclusivo;Cotistas_Vinculo_Familiar;Mandato;Segmento_Atuacao;Tipo_Gestao;Prazo_Duracao;Data_Prazo_Duracao;Encerramento_Exercicio_Social;Mercado_Negociacao_Bolsa;Mercado_Negociacao_MBO;Mercado_Negociacao_MB;Entidade_Administradora_BVMF;Entidade_Administradora_CETIP;Nome_Administrador;CNPJ_Administrador;Logradouro;Numero;Complemento;Bairro;Cidade;Estado;CEP;Telefone1;Telefone2;Telefone3;Site;Email
Classe;40.575.940/0001-23;2024-06-01;1;2024-09-30;ZAVIT REAL ESTATE FUND - FUNDO DE INVESTIMENTO IMOBILIÁRIO;2021-07-05;INVESTIDORES EM GERAL;BRZAVICTF004;1173322;N;N;Renda;Híbrido;Ativa;Indeterminado;;30/06;S;N;N;S;N;VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;22610500000188;Rua Gilberto Sabino;215;4º andar;Pinheiros;São Paulo;SP;5425020;11 30307177;;;www.vortx.com.br;fundos@vortx.com.br
Classe;40.837.664/0001-24;2024-12-01;2;2025-03-30;REAG LOGÍSTICA & INDUSTRIAL FII;2021-12-08;INVESTIDOR QUALIFICADO;0;869.35673348;S;N;Híbrido;Outros;Ativa;Indeterminado;;31/12;N;N;S;N;N;REAG DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A;34829992000186;Av Faria Lima;2277;17º andar;Vila Olímpia;São Paulo;SP;01452000;35141300;;;www.reag.com.br;compliance@reag.com.br
Classe;40.886.241/0001-02;2024-12-01;2;2025-05-06;JASC RENDA VAREJO ESSENCIAL FII - FII;2021-08-10;INVESTIDORES EM GERAL;BRJASCCTF007;3489342;N;N;Renda;Híbrido;Ativa;Indeterminado;;31/12;S;N;N;S;N;BTG PACTUAL SERVICOS FINANCEIROS S/A DTVM;59281253000123;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22250-040;(11)3383-3445;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com
Classe;40.886.521/0001-02;2024-12-01;1;2025-03-25;GLOBAL APARTAMENTOS FUNDO DE INVESTIMENTO IMOBILIARIO;2021-03-18;INVESTIDOR PROFISSIONAL;;863800;N;N;Híbrido;Residencial;Ativa;Indeterminado;;31/12;N;N;S;N;N;BRL TRUST DTVM S.A.;13486793000142;Rua Alves Guimarães;1216;;Pinheiros;São Paulo;SP;05410-002;(11) 3509-0600;;;www.brltrust.com.br;infolegal@apexgroup.com
Classe;40.887.170/0001-54;2024-12-01;1;2025-03-26;PANORAMA LAST MILE SBC FII;2022-01-28;INVESTIDOR PROFISSIONAL;BRPNLNCTF009;147160;N;N;Híbrido;Híbrido;Ativa;Indeterminado;;31/12;S;N;N;S;N;BRL TRUST DTVM S.A.;40887170000154;Rua Alves Guimarães;1216;;Pinheiros;São Paulo;SP;05410-002;(11) 3509-0600;;;www.brltrust.com.br;infolegal@apexgroup.com
Classe;40.944.707/0001-70;2024-12-01;1;2025-03-28;FRAM CAPITAL HELMER FUNDO DE INVESTIMENTO IMOBILIÁRIO;2021-07-08;INVESTIDOR QUALIFICADO;BRHLMBCTF029;54639.58;N;N;Desenvolvimento para Renda;Híbrido;Ativa;Indeterminado;;31/12;N;S;N;S;N;OSLO CAPITAL DTVM S.A;13673855000125;Rua Dr. Eduardo de Souza Aranha;153;4º andar;Vila Nova Conceição;São Paulo;SP;04543120;(11) 3513-3144;;;www.oslodtvm.com;admfundos@oslodtvm.com
Classe;40.944.736/0001-32;2024-12-01;1;2025-03-28;BR7 SENADO FUNDO DE INVESTIMENTO IMOBILIARIO;2022-09-22;INVESTIDOR QUALIFICADO;BRBRSECTF004;2000;N;N;Desenvolvimento para Renda;Lajes Corporativas;Passiva;Indeterminado;;31/12;N;S;N;S;N;OSLO CAPITAL DTVM S.A.;13673855000125;Rua Dr. Eduardo de Souza Aranha;153;4º andar;Vila Nova Conceição;São Paulo;SP;4543120;(11) 3513-3100;;;www.oslodtvm.com;admfundos@oslodtvm.com
Classe;41.076.380/0001-25;2024-06-01;1;2024-09-26;EQI RECEBIVEIS IMOBILIARIOS FUNDO DE INVESTIMENTO FII;2021-08-24;INVESTIDORES EM GERAL;BREQIRCTF003;10909315;N;N;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;30/06;S;N;N;S;N;BTG PACTUAL SERVICOS FINANCEIROS S/A DTVM;59281253000123;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22250-040;(11)3383-3102;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com
Classe;41.076.564/0001-95;2024-06-01;1;2024-09-27;IRIDIUM FII;2021-05-24;INVESTIDORES EM GERAL;BRIRIMCTF003;1920000;N;N;Híbrido;Híbrido;Ativa;Indeterminado;;30/06;S;N;N;S;N;BTG PACTUAL SERVICOS FINANCEIROS S/A DTVM;59281253000123;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22250-040;(11)3383-3102;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com
Classe;41.076.607/0001-32;2024-12-01;1;2025-03-31;FII BTG PACTUAL TERRAS AGRICOLAS;2021-06-29;INVESTIDORES EM GERAL;BRBTRACTF000;3364559;N;N;Renda;Outros;Ativa;Indeterminado;;31/12;S;N;N;S;N;BTG PACTUAL SERVICOS FINANCEIROS S/A DTVM;59281253000123;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22250-040;(11)3383-3445;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com
Classe;41.076.710/0001-82;2024-12-01;1;2025-03-28;SUNO RECEBIVEIS IMOBILIARIOS FII;2021-07-05;INVESTIDORES EM GERAL;BRSNCICTF002;4200000;N;N;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;31/12;S;N;N;S;N;BTG PACTUAL SERVICOS FINANCEIROS S/A DTVM;59281253000123;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22250-040;(11)3383-3445;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com
Classe;41.076.748/0001-55;2024-12-01;1;2025-03-28;CATUAI VBI TRIPLE A FII;2021-09-03;INVESTIDORES EM GERAL;BRBLCACTF009;1600000;N;N;Híbrido;Lajes Corporativas;Ativa;Determinado;2032-03-03;31/12;S;N;N;S;N;BTG PACTUAL SERVICOS FINANCEIROS S/A DTVM;59281253000123;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22250-040;(11)3383-3102;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com
Classe;41.076.823/0001-88;2024-06-01;1;2024-09-27;ALIANZA URBAN HUB RENDA FII;2021-12-23;INVESTIDOR QUALIFICADO;BRAURBCTF008;898514;N;N;Renda;Logística;Ativa;Indeterminado;;30/06;S;N;N;S;N;BTG PACTUAL SERVICOS FINANCEIROS S/A DTVM;59281253000123;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22250-040;(11)3383-3102;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com
Classe;41.076.851/0001-03;2024-06-01;1;2024-09-27;EXES FII;2021-09-02;INVESTIDOR QUALIFICADO;BREXESCTF006;5870727;N;N;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;30/06;S;N;N;S;N;BTG PACTUAL SERVICOS FINANCEIROS S/A DTVM;59281253000123;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22250-040;(11)3383-3102;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com
Classe;41.080.968/0001-52;2024-06-01;1;2024-09-27;FII MAUA CAPITAL MPD DESENVOLVIMENTO RESIDENCIAL;2021-09-17;INVESTIDOR PROFISSIONAL;BRMMPDCTF000;530000;N;N;Desenvolvimento para Venda;Outros;Ativa;Determinado;2029-07-26;30/06;S;N;N;S;N;BTG PACTUAL SERVICOS FINANCEIROS S/A DTVM;59281253000123;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22250-040;(11)3383-3102;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com
Classe;41.081.088/0001-09;2024-06-01;1;2024-09-27;VALORA CRA FUNDO DE INVESTIMENTO NAS CADEIAS PRODUTIVAS AGRO;2021-11-24;INVESTIDORES EM GERAL;BRVGIACTF004;86455117;N;N;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;30/06;S;N;N;S;N;BTG PACTUAL SERVICOS FINANCEIROS S/A DTVM;59281253000123;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22250-040;(11)3383-3102;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com
Classe;41.081.336/0001-03;2024-12-01;1;2025-03-31;COSMIC FUNDO DE INVESTIMENTO IMOBILIARIO;2021-08-24;INVESTIDOR PROFISSIONAL;BRCSMCCTF007;1522483.26513;N;N;Desenvolvimento para Renda;Logística;Ativa;Determinado;2031-08-24;31/12;N;N;S;N;N;BRL TRUST DTVM S.A.;13486793000142;Rua Alves Guimarães;1216;;Pinheiros;São Paulo;SP;05410-002;(11) 3509-0600;;;www.brltrust.com.br;infolegal@apexgroup.com
Classe;41.081.356/0001-84;2024-06-01;1;2024-09-27;BRIO MULTIESTRATEGIA FUNDO DE INVESTIMENTO IMOBILIARIO;2021-10-29;INVESTIDOR QUALIFICADO;BRBIMECTF006;5845602;N;N;Renda;Híbrido;Ativa;Indeterminado;;30/06;N;S;N;S;N;BRL TRUST DTVM S.A;41081356000184;Rua Alves Guimarães;1216;;Pinheiros;São Paulo;SP;05410-002;(11) 3509-0600;;;www.brltrust.com.br;infolegal@apexgroup.com
Fundo;41.081.374/0001-66;2024-12-01;2;2025-04-01;VINCI CREDIT SECURITIES FUNDO DE INVESTIMENTO IMOBILIARIO;2021-05-12;INVESTIDORES EM GERAL;BRVCRICTF007;17773297;N;N;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;31/12;N;N;S;N;N;BRL TRUST DTVM S.A.;13486793000142;Rua Alves Guimarães;1216;;Pinheiros;São Paulo;SP;05410-002;(11) 3509-0600;;;www.brltrust.com.br;infolegal@apexgroup.com
Classe;41.088.458/0001-21;2024-12-01;1;2025-03-31;RBR PLUS MULTIESTRATEGIA REAL ESTATE FII;2021-06-28;INVESTIDORES EM GERAL;BRRBRXCTF006;29468659;N;N;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;31/12;S;N;N;S;N;BTG PACTUAL SERVICOS FINANCEIROS S/A DTVM;59281253000123;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22250-040;(11)3383-3102;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com
Classe;41.088.534/0001-07;2024-12-01;1;2025-03-28;FII  LEBLON REALTY DESENVOLVIMENTO I;2022-02-02;INVESTIDORES EM GERAL;BRLRDICTF006;369779;N;N;Híbrido;Híbrido;Ativa;Determinado;2027-12-31;31/12;S;N;N;S;N;BTG PACTUAL SERVICOS FINANCEIROS S/A DTVM;59281253000123;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22250-040;(11)3383-3445;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com
Fundo;41.114.606/0001-35;2024-12-01;1;2025-03-24;FUNDO DE INVEST. IMOB. HOSPITAL UNIMED INVESTCOOP NACIONAL;2021-04-20;INVESTIDORES EM GERAL;BRUMEDCTF007;1931505;N;N;Híbrido;Outros;Ativa;Indeterminado;;31/12;N;S;N;N;S;COINVALORES CCVM LTDA;00336036000140;Avenida Brigadeiro Faria Lima;1800;2º andar;Jardim Paulistano;São Paulo;SP;01451-001;(11)3035-4143;(11)3035-4141;;www.coinvalores.com.br;admfundoimobiliario@coinvalores.com.br
Classe;41.199.975/0001-78;2024-12-01;1;2025-03-31;FII ROOFTOP II;2021-12-23;INVESTIDOR QUALIFICADO;BR0AQ9CTF001;500000;N;N;Renda;Híbrido;Ativa;Indeterminado;;31/12;S;N;N;S;N;BTG PACTUAL SERVICOS FINANCEIROS S/A DTVM;59281253000123;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22250-040;(11)3383-3102;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com
Classe;41.218.352/0001-03;2024-12-01;1;2025-03-28;OURINVEST INNOVATION - FIAGRO  IMOBILIÁRIO;2022-05-09;INVESTIDORES EM GERAL;BROIAGCTF009;9032999;N;N;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;31/12;S;N;N;S;N;SINGULARE CORRETORA DE TITULOS E VALORES MOBILIARIOS S.A;62285390000140;AVENIDA BRIGADEIRO FARIA LIMA;1355;15 ANDAR;JARDIM PAULISTANO;SÃO PAULO;SP;01452919;(11) 2827-3500;;;www.singulare.com.br;fii.adm@singulare.com.br
Classe;41.218.404/0001-33;2024-12-01;1;2025-03-28;BS2 ALLINVESTMENTS FUNDO DE INVESTIMENTO IMOBILIARIO;2021-08-10;INVESTIDOR QUALIFICADO;BRLLAOCTF003;361140;N;N;Desenvolvimento para Venda;Híbrido;Ativa;Indeterminado;;31/12;S;N;N;S;N;SINGULARE CORRETORA DE TITULOS E VALORES MOBILIARIOS S.A;62285390000140;AVENIDA BRIGADEIRO FARIA LIMA;1355;15 ANDAR;JARDIM PAULISTANO;SÃO PAULO;SP;01452919;(11) 2827-3500;;;www.singulare.com.br;fii.adm@singulare.com.br
Classe;41.219.028/0001-00;2024-12-01;1;2025-03-28;TISHMAN SPEYER GESTÃO DE ATIVOS IMOBILIÁRIOS;2021-07-07;INVESTIDOR QUALIFICADO;BR09XMCTF008;83132.05;N;N;Híbrido;Lajes Corporativas;Ativa;Indeterminado;;31/12;S;S;N;S;N;BANCO DAYCOVAL S/A;62232889000190;AV. PAULISTA;1793;2° andar;Bela Vista;São Paulo;SP;01311200;0300 111 0500;(11) 3563-4389;;www.daycoval.com.br;informes.regulatorios@bancodaycoval.com.br
Classe;41.219.454/0001-35;2024-12-01;2;2025-04-14;COXIM FUNDO DE INVESTIMENTO IMOBILIÁRIO;2021-06-08;INVESTIDOR QUALIFICADO;0;13352073.9472728;N;N;Renda;Outros;Ativa;Indeterminado;;31/12;N;N;S;N;N;REAG DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A;34829992000186;Av Faria Lima;2277;17º andar;Jardim Paulistano;São Paulo;SP;01452000;11 3504-1300;;;www.reag.com.br;compliance@reag.com.br
Classe;41.224.330/0001-48;2024-06-01;1;2024-09-30;ECOAGRO I FII CADEIAS PRODUTIVAS AGROINDUSTRIAIS - FIAGRO;2021-12-22;INVESTIDORES EM GERAL;BREGAFCTF006;3131914;N;N;Títulos e Valores Mobiliários;Outros;Ativa;Indeterminado;;30/06;S;N;N;S;N;VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;22610500000188;Rua Gilberto Sabino;215;4º andar;Pinheiros;São Paulo;SP;5425020;11 30307177;;;www.vortx.com.br;fundos@vortx.com.br
Classe;41.251.077/0001-11;2024-06-01;1;2024-09-27;FRONTEIRA MULTI FUNDO DE INVESTIMENTO IMOBILIÁRIO;2021-07-28;INVESTIDORES EM GERAL;BR09XWCTF007;130500;N;N;Híbrido;Títulos e Val. Mob.;Ativa;Indeterminado;;30/06;S;N;N;S;N;BANCO DAYCOVAL S/A;62232889000190;AV. PAULISTA;1793;2° andar;Bela Vista;São Paulo;SP;01311200;(11) 3138-0921;(11) 3138-1678;(11) 3138-1678;www.daycoval.com.br;middlesmc@bancodaycoval.com.br
Classe;41.251.337/0001-59;2024-12-01;1;2025-03-28;MARESIAS OPORTUNIDADES IMOBILIARIAS FII;2021-12-22;INVESTIDORES EM GERAL;BRMMVECTF006;476036;N;N;Renda;Híbrido;Ativa;Indeterminado;;31/12;N;N;S;N;N;SINGULARE CORRETORA DE TITULOS E VALORES MOBILIARIOS S.A;62285390000140;AVENIDA BRIGADEIRO FARIA LIMA;1355;15 ANDAR;JARDIM PAULISTANO;SÃO PAULO;SP;01452919;(11) 2827-3500;;;www.singulare.com.br;fii.adm@singulare.com.br
Classe;41.251.371/0001-23;2024-12-01;1;2025-03-28;MIRANTE REALTY RECEBIVEIS IMOBILIARIOS FII;2022-01-25;INVESTIDOR PROFISSIONAL;BR0DIDCTF006;645252.54748141;N;N;Renda;Híbrido;Ativa;Indeterminado;;31/12;N;S;N;N;S;SINGULARE CORRETORA DE TITULOS E VALORES MOBILIARIOS S.A;62285390000140;AVENIDA BRIGADEIRO FARIA LIMA;1355;15 ANDAR;JARDIM PAULISTANO;SÃO PAULO;SP;01452919;(11) 2827-3500;;;www.singulare.com.br;fii.adm@singulare.com.br
Classe;41.256.643/0001-88;2024-06-01;2;2024-09-30;WHG REAL ESTATE FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2021-07-28;INVESTIDORES EM GERAL;BRWHGRCTF008;30127347.9982;N;N;Híbrido;Híbrido;Ativa;Indeterminado;;30/06;S;S;N;S;N;XP INVESTIMENTOS CCTVM S.A;02332886000104;Avenida Ataulfo de Paiva;153;5º e 8º  Andar;Leblon;Rio de Janeiro;RJ;22440-032;(11) 3027 - 2237;;;www.xpi.com.br;adm.fundos.estruturados@xpi.com.br
Classe;41.269.052/0001-45;2024-12-01;1;2025-03-31;GUARDIAN MULTIESTRATÉGIA IMOBILIÁRIA I;2021-09-17;INVESTIDORES EM GERAL;BRGAMECTF002;21697677;N;N;Títulos e Valores Mobiliários;Outros;Ativa;Indeterminado;;31/12;S;S;N;S;N;BANCO DAYCOVAL S/A;62232889000190;AV. PAULISTA;1793;2° andar;Bela Vista;São Paulo;SP;01311200;0300 111 0500;(11) 3563-4389;;www.daycoval.com.br;informes.regulatorios@bancodaycoval.com.br
Classe;41.269.527/0001-01;2024-12-01;1;2025-03-31;XP CRÉDITO AGRÍCOLA FUNDO DE INVESTIMENTO NAS CADEIAS PROD;2021-11-04;INVESTIDORES EM GERAL;BRXPCACTF004;45523076;N;N;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;31/12;S;N;N;S;N;XP INVESTIMENTOS CCTVM S.A;02332886000104;Avenida Ataulfo de Paiva;153;5º e 8º  Andar;Leblon;Rio de Janeiro;RJ;22440-032;(11) 3027 - 2237;;;www.xpi.com.br;adm.fundos.estruturados@xpi.com.br
Classe;41.272.747/0001-86;2024-06-01;1;2024-09-26;PLURAL CRÉDITO AGRO - FIAGRO - IMOBILIÁRIO;2022-07-28;INVESTIDORES EM GERAL;BRPLCACTF009;557019;N;S;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;30/06;N;S;N;S;S;BANCO GENIAL S.A;45246410000155;PRAIA DE BOTAFOGO;228;SALA 907;BOTAFOGO;RIO DE JANEIRO;RJ;22.250-040;213293-3000;113206-8000;;WWW.BANCOGENIAL.COM;MIDDLEADM@GENIAL.COM.VC
Classe;41.320.997/0001-44;2024-12-01;1;2025-03-28;MOGNO RENDA URBANA FUNDO DE INVESTIMENTO IMOBILIARIO;2022-03-21;INVESTIDORES EM GERAL;BRMGRICTF007;251400;N;N;Renda;Títulos e Val. Mob.;Ativa;Indeterminado;;31/12;S;S;N;S;N;SINGULARE CORRETORA DE TITULOS E VALORES MOBILIARIOS S.A;62285390000140;AVENIDA BRIGADEIRO FARIA LIMA;1355;15 ANDAR;JARDIM PAULISTANO;SÃO PAULO;SP;01452919;(11) 2827-3500;;;www.singulare.com.br;fii.adm@singulare.com.br
Classe;41.325.993/0001-59;2024-12-01;1;2025-03-28;CF3 FUNDO DE INVESTIMENTO IMOBILIARIO;2022-08-15;INVESTIDOR QUALIFICADO;BRCFIICTF009;126319;N;N;Desenvolvimento para Venda;Híbrido;Ativa;Determinado;2027-08-14;31/12;S;S;N;S;N;SINGULARE CORRETORA DE TITULOS E VALORES MOBILIARIOS S.A;62285390000140;AVENIDA BRIGADEIRO FARIA LIMA;1355;5 ANDAR;JARDIM PAULISTANO;SÃO PAULO;SP;01452919;(11) 2827-3500;;;www.singulare.com.br;fii.adm@singulare.com.br
Classe;41.394.946/0001-67;2024-12-01;1;2025-03-25;CONTE ROSSO FUNDO DE INVESTIMENTO IMOBILIÁRIO;2021-10-20;INVESTIDOR QUALIFICADO;;916833.349;N;N;Desenvolvimento para Renda;Híbrido;Passiva;Indeterminado;;31/12;N;N;S;N;N;BRL TRUST DTVM S.A.;13486793000142;Rua Alves Guimarães;1216;;Pinheiros;São Paulo;SP;05410-002;(11) 3509-0600;;;www.brltrust.com.br;infolegal@apexgroup.com
Classe;41.650.310/0001-39;2024-12-01;1;2025-03-31;RIO NEGRO FUNDO DE INVESTIMENTO IMOBILIÁRIO;2021-06-28;INVESTIDOR QUALIFICADO;0;67946954308.3887;N;N;Renda;Outros;Ativa;Indeterminado;;31/12;N;N;S;N;N;REAG DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A;34829992000186;Av Faria Lima;2277;17º andar;Vila Olímpia;São Paulo;SP;01452000;35141300;;;www.reag.com.br;compliance@reag.com.br
Classe;41.650.319/0001-40;2024-12-01;2;2025-04-01;TARUMÃ FUNDO DE INVESTIMENTO IMOBILIÁRIO;2021-06-28;INVESTIDOR QUALIFICADO;0;272547.36721432;S;N;Híbrido;Híbrido;Ativa;Indeterminado;;31/12;N;N;S;N;N;REAG DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A;34829992000186;Av Faria Lima;2277;17º andar;Vila Olímpia;São Paulo;SP;01452000;35141300;;;www.reag.com.br;compliance@reag.com.br
Classe;41.650.365/0001-49;2024-12-01;1;2025-03-31;SATURNO FUNDO DE INVESTIMENTO IMOBILIÁRIO;2024-08-29;INVESTIDOR PROFISSIONAL;0;21467530.57;S;N;Híbrido;Híbrido;Ativa;Indeterminado;;31/12;N;N;S;N;N;REAG DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A;34829992000186;Av Faria Lima;2277;17º andar;Vila Olímpia;São Paulo;SP;01452000;35141300;;;www.reag.com.br;ramon.dantas@reag.com.br
Classe;41.673.349/0001-71;2024-12-01;1;2025-03-28;RDP LOG FUNDODE INVESTIMENTO IMOBILIARIO;2022-04-13;INVESTIDORES EM GERAL;BR0CHGCTF003;522805;N;N;Renda;Híbrido;Ativa;Indeterminado;;31/12;N;N;S;N;N;SINGULARE CORRETORA DE TITULOS E VALORES MOBILIARIOS S.A;62285390000140;AVENIDA BRIGADEIRO FARIA LIMA;1355;15 ANDAR;JARDIM PAULISTANO;SÃO PAULO;SP;01452919;(11) 2827-3500;;;www.singulare.com.br;fii.adm@singulare.com.br
Classe;41.673.359/0001-07;2024-06-01;1;2024-09-27;CLD GUARULHOS - FUNDO DE INVESTIMENTO IMOBILIARIO - FII;2022-10-04;INVESTIDORES EM GERAL;BR0DS5CTF004;92589.04193;N;N;Híbrido;Híbrido;Ativa;Indeterminado;;30/06;N;S;N;S;N;SINGULARE CORRETORA DE TITULOS E VALORES MOBILIARIOS S.A;62285390000140;AVENIDA BRIGADEIRO FARIA LIMA;1355;5 andar;Jardim Paulistano;São Paulo;SP;01452-919;(11)2827-3500;;;www.singulare.com.br;fii.adm@singulare.com.br
Fundo;41.745.701/0001-37;2024-06-01;1;2024-08-29;KINEA CRÉDITO AGRO FIAGRO-IMOBILIÁRIO;2021-10-18;INVESTIDORES EM GERAL;BRKNCACTF014;21599919;N;N;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;30/06;S;N;N;S;N;INTRAG DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA;62418140000131;AV BRIGADEIRO FARIA LIMA;3400;;ITAIM BIBI;SÃO PAULO;SP;04538132;55 (11) 30726012;;;www.intrag.com.br;produtosestruturados@itau-unibanco.com.br
Classe;41.776.296/0001-14;2024-06-01;1;2024-10-08;LOS ANGELES 01 FUNDO DE INVESTIMENTO IMOBILIÁRIO;2022-07-22;INVESTIDOR PROFISSIONAL;0;112381.23519944;N;N;Desenvolvimento para Renda;Híbrido;Ativa;Indeterminado;;30/06;N;N;S;N;N;REAG DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A;34829992000186;AV. BRIGADEIRO FARIA LIMA;2277;17º;Vila Olímpia;São Paulo;SP;01452000;3504-6800;;;www.reag.com.br;ramon.dantas@reag.com.br
Classe;41.778.415/0001-78;2024-12-01;1;2025-03-31;HIGH FUNDO DE INVESTIMENTO IMOBILIÁRIO;2022-11-04;INVESTIDOR PROFISSIONAL;BR0E33CTF018;550463.35726641;N;S;Híbrido;Outros;Ativa;Indeterminado;;31/12;N;N;S;N;N;VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.;22610500000188;Rua Gilberto Sabino;215;4º Andar;Pinheiros;São Paulo;SP;5425020;11 3030-7177;;;www.vortx.com.br;fundos@vortx.com.br
Classe;41.820.693/0001-46;2024-12-01;1;2025-01-31;FLORIANO FUNDO DE INVESTIMENTO IMOBILIÁRIO;2022-11-01;INVESTIDOR PROFISSIONAL;BR0FMUCTF007;126856.92348592;N;N;Desenvolvimento para Renda;Híbrido;Passiva;Indeterminado;;31/12;N;S;N;N;S;PLANNER CORRETORA DE VALORES S.A.;41820693000146;Avenida Brigadeiro Faria Lima;3900;10º andar;Itaim Bibi;São Paulo;SP;04538-132;(11) 2172-2600;0800 179 444;(11) 2172-2667;www.planner.com.br;inforegulatorio@planner.com.br
Classe;41.833.763/0001-09;2024-12-01;1;2025-03-18;BARZEL RETAIL FUNDO DE INVESTIMENTO IMOBILIÁRIO;2022-03-30;INVESTIDORES EM GERAL;;5272750;N;N;Renda;Logística;Ativa;Indeterminado;;31/12;N;N;S;N;N;OURIBANK S.A. BANCO MULTIPLO;78632767000120;Av. Paulista;1728;Sobreloja, 2º ao 4º, 5º e 7º andares;Bela Vista;São Paulo;SP;01310-919;4081-4576;4081-4402;4081-4444;https://www.ouribank.com/;fundos.imobiliarios@ourinvest.com.br
Classe;41.833.876/0001-04;2024-12-01;1;2025-03-31;BRASIS FUNDO DE INVESTIMENTO IMOBILIÁRIO;2021-07-29;INVESTIDOR QUALIFICADO;;58334.63;N;N;Desenvolvimento para Venda;Híbrido;Ativa;Indeterminado;;31/12;N;N;S;N;N;BRL TRUST DTVM S.A.;13486793000142;Rua Alves Guimarães;1216;;Pinheiros;São Paulo;SP;05410-002;(11) 3509-0600;;;www.brltrust.com.br;infolegal@apexgroup.com
Classe;41.969.521/0001-39;2024-12-01;1;2025-03-31;EVORIS FUNDO DE INVESTIMENTO IMOBILIÁRIO;2022-03-22;INVESTIDOR PROFISSIONAL;BR0BLFCTF009;40026.5851;N;N;Híbrido;Híbrido;Ativa;Indeterminado;;31/12;N;N;S;N;N;VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;22610500000188;Rua Gilberto Sabino;215;4º Andar;Pinheiros;SÃO PAULO;SP;5425-020;11 3030-7177;;;www.vortx.com.br;fundos@vortx.com.br
