CNPJ_Fundo_Classe;Data_Referencia;Versao;Nome_Ativo;Objetivos;Montante_Investido;Origem_Recursos
42.737.077/0001-99;2024-06-01;1;KNUQ15;Ganho de Capital;489804;Integralização de Cotas/Fluxo do Fundo
42.737.077/0001-99;2024-06-01;1;LVBI11;Ganho de Capital;2883658.7;Integralização de Cotas/Fluxo do Fundo
42.737.077/0001-99;2024-06-01;1;LVBI15;Ganho de Capital;1349410;Integralização de Cotas/Fluxo do Fundo
42.737.077/0001-99;2024-06-01;1;PVBI11;Ganho de Capital;2758492.81;Integralização de Cotas/Fluxo do Fundo
42.737.077/0001-99;2024-06-01;1;PVBI15;Ganho de Capital;997097.38;Integralização de Cotas/Fluxo do Fundo
42.737.077/0001-99;2024-06-01;1;RBRF11;Ganho de Capital;3907903.25824177;Integralização de Cotas/Fluxo do Fundo
42.737.077/0001-99;2024-06-01;1;RBRP11;Ganho de Capital;52065.5;Integralização de Cotas/Fluxo do Fundo
42.737.077/0001-99;2024-06-01;1;RBRR11;Ganho de Capital;4726799.98;Integralização de Cotas/Fluxo do Fundo
42.737.077/0001-99;2024-06-01;1;RBRY11;Ganho de Capital;5582835.97;Integralização de Cotas/Fluxo do Fundo
42.737.077/0001-99;2024-06-01;1;RBVA11;Ganho de Capital;411838.7;Integralização de Cotas/Fluxo do Fundo
42.737.077/0001-99;2024-06-01;1;SPXS11;Ganho de Capital;1213466.66;Integralização de Cotas/Fluxo do Fundo
42.737.077/0001-99;2024-06-01;1;TGAR11;Ganho de Capital;1779900;Integralização de Cotas/Fluxo do Fundo
42.737.077/0001-99;2024-06-01;1;TGAR15;Ganho de Capital;1779900;Integralização de Cotas/Fluxo do Fundo
42.737.077/0001-99;2024-06-01;1;VGRI11;Ganho de Capital;965000;Integralização de Cotas/Fluxo do Fundo
42.737.077/0001-99;2024-06-01;1;VGRI22;Ganho de Capital;965000;Integralização de Cotas/Fluxo do Fundo
42.737.077/0001-99;2024-06-01;1;VILG11;Ganho de Capital;116010.21;Integralização de Cotas/Fluxo do Fundo
42.737.077/0001-99;2024-06-01;1;VINO11;Ganho de Capital;3984746.78000001;Integralização de Cotas/Fluxo do Fundo
42.737.077/0001-99;2024-06-01;1;VISC11;Ganho de Capital;3398968.15;Integralização de Cotas/Fluxo do Fundo
42.737.077/0001-99;2024-06-01;1;VIUR11;Ganho de Capital;838819.28;Integralização de Cotas/Fluxo do Fundo
42.737.077/0001-99;2024-06-01;1;XPML11;Ganho de Capital;11623140.34;Integralização de Cotas/Fluxo do Fundo
42.737.077/0001-99;2024-06-01;1;XPML15;Ganho de Capital;299995.2;Integralização de Cotas/Fluxo do Fundo
42.754.342/0001-47;2024-06-01;1;SÃO LUIZ;Aquisição de ativos imobiliários conforme previsto na Política de Investimento do Fundo;94044144.58;Emissão de Cotas
42.754.342/0001-47;2024-06-01;1;HL FARIA LIMA 160;Aquisição de ativos imobiliários conforme previsto na Política de Investimento do Fundo;82881017.58;Emissão de Cotas
42.754.342/0001-47;2024-06-01;1;BRESCO LOGÍSTICA FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA;Aquisição de ativos imobiliários conforme previsto na Política de Investimento do Fundo;43522200.48;Emissão de Cotas
42.754.342/0001-47;2024-06-01;1;FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII BTG PACTUAL CORPORATE OFFICE FUND;Aquisição de ativos imobiliários conforme previsto na Política de Investimento do Fundo;21395644.18;Emissão de Cotas
42.754.342/0001-47;2024-06-01;1;BTG PACTUAL LOGÍSTICA FUNDO DE INVESTIMENTO IMOBILIÁRIO;Aquisição de ativos imobiliários conforme previsto na Política de Investimento do Fundo;40000291.5;Emissão de Cotas
42.754.342/0001-47;2024-06-01;1;FII CENESP;Aquisição de ativos imobiliários conforme previsto na Política de Investimento do Fundo;2770412.31;Emissão de Cotas
42.754.342/0001-47;2024-06-01;1;HEDGE BRASIL SHOPPING FUNDO DE INVESTIMENTO IMOBILIÁRIO;Aquisição de ativos imobiliários conforme previsto na Política de Investimento do Fundo;27877324.59;Emissão de Cotas
42.754.342/0001-47;2024-06-01;1;PÁTRIA PRIME OFFICES - FUNDO DE INVESTIMENTO IMOBILIÁRIO - RESPONSABILIDADE LIMITADA;Aquisição de ativos imobiliários conforme previsto na Política de Investimento do Fundo;8480137.79;Emissão de Cotas
42.754.342/0001-47;2024-06-01;1;HSI MALLS FUNDO DE INVESTIMENTO IMOBILIÁRIO;Aquisição de ativos imobiliários conforme previsto na Política de Investimento do Fundo;29579484.11;Emissão de Cotas
42.754.342/0001-47;2024-06-01;1;ÍCONE - FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA;Aquisição de ativos imobiliários conforme previsto na Política de Investimento do Fundo;23750000;Emissão de Cotas
42.754.342/0001-47;2024-06-01;1;JHSF CAPITAL CIDADE JARDIM - FUNDO DE INVESTIMENTO IMOBILIÁRIO;Aquisição de ativos imobiliários conforme previsto na Política de Investimento do Fundo;5013845.68;Emissão de Cotas
42.754.342/0001-47;2024-06-01;1;JS REAL ESTATE MULTIGESTÃO - FII;Aquisição de ativos imobiliários conforme previsto na Política de Investimento do Fundo;16508690.76;Emissão de Cotas
42.754.342/0001-47;2024-06-01;1;EVEN II KINEA FUNDO DE INVESTIMENTO IMOBILIÁRIO;Aquisição de ativos imobiliários conforme previsto na Política de Investimento do Fundo;5511779.36;Emissão de Cotas
42.754.342/0001-47;2024-06-01;1;FUNDO DE INVESTIMENTO IMOBILIARIO - VBI LOGISTICO;Aquisição de ativos imobiliários conforme previsto na Política de Investimento do Fundo;47397972.17;Emissão de Cotas
42.754.342/0001-47;2024-06-01;1;GENIAL MALLS FUNDO DE INVESTIMENTO IMOBILIÁRIO;Aquisição de ativos imobiliários conforme previsto na Política de Investimento do Fundo;12994184.72;Emissão de Cotas
42.754.342/0001-47;2024-06-01;1;MAXI RENDA FUNDO DE INVESTIMENTO IMOBILIARIO - FII;Aquisição de ativos imobiliários conforme previsto na Política de Investimento do Fundo;12599499.69;Emissão de Cotas
42.754.342/0001-47;2024-06-01;1;FUNDO DE INVESTIMENTO IMOBILIARIO RBR PROPERTIES - FII;Aquisição de ativos imobiliários conforme previsto na Política de Investimento do Fundo;11580712.81;Emissão de Cotas
42.754.342/0001-47;2024-06-01;1;SANTANDER RENDA DE ALUGUÉIS FUNDO DE INVESTIMENTO IMOBILIÁRIO- FII;Aquisição de ativos imobiliários conforme previsto na Política de Investimento do Fundo;4851823.1;Emissão de Cotas
42.754.342/0001-47;2024-06-01;1;TRX REAL ESTATE FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;Aquisição de ativos imobiliários conforme previsto na Política de Investimento do Fundo;3768.67;Emissão de Cotas
42.754.342/0001-47;2024-06-01;1;VINCI SHOPPING CENTERS FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;Aquisição de ativos imobiliários conforme previsto na Política de Investimento do Fundo;11599550.79;Emissão de Cotas
42.754.342/0001-47;2024-06-01;1;XP Log Fundo de Investimento Imobiliário - FII;Aquisição de ativos imobiliários conforme previsto na Política de Investimento do Fundo;19928059.5;Emissão de Cotas
42.754.342/0001-47;2024-06-01;1;XP MALLS FUNDO DE INVESTIMENTO IMOBILIÁRIO FII;Aquisição de ativos imobiliários conforme previsto na Política de Investimento do Fundo;23511918.49;Emissão de Cotas
42.754.342/0001-47;2024-06-01;1;CRI - VERT COMPANHIA  SECURITIZADORA - Série nº 8 da 112ª Emissão;Aquisição de ativos imobiliários conforme previsto na Política de Investimento do Fundo;50000000;Emissão de Cotas
42.754.342/0001-47;2024-06-01;1;CRI - TRUE  SECURITIZADORA S/A - Série nº 5 da 260ª Emissão;Aquisição de ativos imobiliários conforme previsto na Política de Investimento do Fundo;23819061;Emissão de Cotas
42.754.342/0001-47;2024-06-01;1;CRI - COMPANHIA PROVINCIA DE SECURITIZACAO - Série nº 1 da 55ª Emissão;Aquisição de ativos imobiliários conforme previsto na Política de Investimento do Fundo;15000000;Emissão de Cotas
42.754.342/0001-47;2024-06-01;1;CRI - TRUE  SECURITIZADORA S/A - Série nº 3 da 260ª Emissão;Aquisição de ativos imobiliários conforme previsto na Política de Investimento do Fundo;14720057;Emissão de Cotas
42.754.342/0001-47;2024-06-01;1;CRI - TRUE  SECURITIZADORA S/A - Série nº 4 da 260ª Emissão;Aquisição de ativos imobiliários conforme previsto na Política de Investimento do Fundo;12763710;Emissão de Cotas
42.754.342/0001-47;2024-06-01;1;CRI - TRUE  SECURITIZADORA S/A - Série nº 1 da 279ª Emissão;Aquisição de ativos imobiliários conforme previsto na Política de Investimento do Fundo;4854000;Emissão de Cotas
42.754.342/0001-47;2024-06-01;1;CRI - TRUE  SECURITIZADORA S/A - Série nº 4 da 279ª Emissão;Aquisição de ativos imobiliários conforme previsto na Política de Investimento do Fundo;2338000;Emissão de Cotas
42.754.342/0001-47;2024-06-01;1;CRI - VERT COMPANHIA  SECURITIZADORA - Série nº 5 da 112ª Emissão;Aquisição de ativos imobiliários conforme previsto na Política de Investimento do Fundo;900000;Emissão de Cotas
42.754.342/0001-47;2024-06-01;1;CRI - TRUE  SECURITIZADORA S/A - Série nº 1 da 187ª Emissão;Aquisição de ativos imobiliários conforme previsto na Política de Investimento do Fundo;60000000;Emissão de Cotas
42.754.342/0001-47;2024-06-01;1;CRI - OPEA SECURITIZADORA S/A - Série nº 1 da 181ª Emissão;Aquisição de ativos imobiliários conforme previsto na Política de Investimento do Fundo;60000000;Emissão de Cotas
42.754.342/0001-47;2024-06-01;1;CRI - VERT COMPANHIA  SECURITIZADORA - Série nº 1 da 130ª Emissão;Aquisição de ativos imobiliários conforme previsto na Política de Investimento do Fundo;55486000;Emissão de Cotas
42.754.342/0001-47;2024-06-01;1;CRI - TRUE  SECURITIZADORA S/A - Série nº 1 da 265ª Emissão;Aquisição de ativos imobiliários conforme previsto na Política de Investimento do Fundo;53306482.419;Emissão de Cotas
42.754.342/0001-47;2024-06-01;1;CRI - OPEA SECURITIZADORA S/A - Série nº 2 da 258ª Emissão;Aquisição de ativos imobiliários conforme previsto na Política de Investimento do Fundo;50000000;Emissão de Cotas
42.754.342/0001-47;2024-06-01;1;CRI - TRUE  SECURITIZADORA S/A - Série nº 1 da 283ª Emissão;Aquisição de ativos imobiliários conforme previsto na Política de Investimento do Fundo;40000000;Emissão de Cotas
42.754.342/0001-47;2024-06-01;1;CRI - BARI SECURITIZADORA S.A. - Série nº 1 da 29ª Emissão;Aquisição de ativos imobiliários conforme previsto na Política de Investimento do Fundo;32746859.97;Emissão de Cotas
42.754.342/0001-47;2024-06-01;1;CRI - TRUE  SECURITIZADORA S/A - Série nº 2 da 214ª Emissão;Aquisição de ativos imobiliários conforme previsto na Política de Investimento do Fundo;61375976.2775;Emissão de Cotas
42.754.342/0001-47;2024-06-01;1;CRI - TRUE  SECURITIZADORA S/A - Série nº 1 da 4ª Emissão;Aquisição de ativos imobiliários conforme previsto na Política de Investimento do Fundo;28000000;Emissão de Cotas
42.754.342/0001-47;2024-06-01;1;CRI - TRUE  SECURITIZADORA S/A - Série nº 1 da 237ª Emissão;Aquisição de ativos imobiliários conforme previsto na Política de Investimento do Fundo;25000939.1451;Emissão de Cotas
42.754.342/0001-47;2024-06-01;1;CRI - TRUE  SECURITIZADORA S/A - Série nº 340 da 1ª Emissão;Aquisição de ativos imobiliários conforme previsto na Política de Investimento do Fundo;16394468.1056;Emissão de Cotas
42.754.342/0001-47;2024-06-01;1;CRI - TRUE  SECURITIZADORA S/A - Série nº 2 da 224ª Emissão;Aquisição de ativos imobiliários conforme previsto na Política de Investimento do Fundo;12533484.716;Emissão de Cotas
42.754.342/0001-47;2024-06-01;1;CRI - VIRGO COMPANHIA DE SECURITIZACAO - Série nº 1 da 173ª Emissão;Aquisição de ativos imobiliários conforme previsto na Política de Investimento do Fundo;10000000;Emissão de Cotas
42.754.342/0001-47;2024-06-01;1;CRI - VERT COMPANHIA  SECURITIZADORA - Série nº 2 da 130ª Emissão;Aquisição de ativos imobiliários conforme previsto na Política de Investimento do Fundo;9791000;Emissão de Cotas
42.754.362/0001-18;2024-06-01;1;CRI - OPEA SECURITIZADORA S/A - Série nº 3 da 228ª Emissão;Aquisição de ativos imobiliários conforme previsto na Política de Investimento do Fundo;83659907;Emissão de Cotas
42.754.362/0001-18;2024-06-01;1;CRI - TRUE  SECURITIZADORA S/A - Série nº 2 da 224ª Emissão;Aquisição de ativos imobiliários conforme previsto na Política de Investimento do Fundo;77734756.6664;Emissão de Cotas
42.754.362/0001-18;2024-06-01;1;CRI - TRUE  SECURITIZADORA S/A - Série nº 1 da 214ª Emissão;Aquisição de ativos imobiliários conforme previsto na Política de Investimento do Fundo;74921585.2;Emissão de Cotas
42.754.362/0001-18;2024-06-01;1;CRI - TRUE  SECURITIZADORA S/A - Série nº 2 da 265ª Emissão;Aquisição de ativos imobiliários conforme previsto na Política de Investimento do Fundo;66477855.202;Emissão de Cotas
42.754.362/0001-18;2024-06-01;1;CRI - TRUE  SECURITIZADORA S/A - Série nº 1 da 291ª Emissão;Aquisição de ativos imobiliários conforme previsto na Política de Investimento do Fundo;65184691.5;Emissão de Cotas
42.754.362/0001-18;2024-06-01;1;CRI - TRUE  SECURITIZADORA S/A - Série nº 1 da 225ª Emissão;Aquisição de ativos imobiliários conforme previsto na Política de Investimento do Fundo;60045207;Emissão de Cotas
42.754.362/0001-18;2024-06-01;1;CRI - OPEA SECURITIZADORA S/A - Série nº 1 da 170ª Emissão;Aquisição de ativos imobiliários conforme previsto na Política de Investimento do Fundo;50000000;Emissão de Cotas
42.754.362/0001-18;2024-06-01;1;CRI - HABITASEC SECURITIZADORA S/A - Série nº 1 da 27ª Emissão;Aquisição de ativos imobiliários conforme previsto na Política de Investimento do Fundo;42000000;Emissão de Cotas
42.754.362/0001-18;2024-06-01;1;CRI - VERT COMPANHIA  SECURITIZADORA - Série nº 1 da 123ª Emissão;Aquisição de ativos imobiliários conforme previsto na Política de Investimento do Fundo;40000000;Emissão de Cotas
42.754.362/0001-18;2024-06-01;1;CRI - TRUE  SECURITIZADORA S/A - Série nº 2 da 317ª Emissão;Aquisição de ativos imobiliários conforme previsto na Política de Investimento do Fundo;29478663;Emissão de Cotas
42.754.362/0001-18;2024-06-01;1;CRI - OPEA SECURITIZADORA S/A - Série nº 6 da 228ª Emissão;Aquisição de ativos imobiliários conforme previsto na Política de Investimento do Fundo;25590089.2;Emissão de Cotas
42.754.362/0001-18;2024-06-01;1;CRI - TRUE  SECURITIZADORA S/A - Série nº 1 da 219ª Emissão;Aquisição de ativos imobiliários conforme previsto na Política de Investimento do Fundo;24750000;Emissão de Cotas
42.754.362/0001-18;2024-06-01;1;CRI - TRUE  SECURITIZADORA S/A - Série nº 3 da 210ª Emissão;Aquisição de ativos imobiliários conforme previsto na Política de Investimento do Fundo;24664018.5982;Emissão de Cotas
42.754.362/0001-18;2024-06-01;1;CRI - TRUE  SECURITIZADORA S/A - Série nº 2 da 210ª Emissão;Aquisição de ativos imobiliários conforme previsto na Política de Investimento do Fundo;24388634.2533;Emissão de Cotas
42.754.362/0001-18;2024-06-01;1;CRI - TRUE  SECURITIZADORA S/A - Série nº 3 da 279ª Emissão;Aquisição de ativos imobiliários conforme previsto na Política de Investimento do Fundo;19416000;Emissão de Cotas
42.754.362/0001-18;2024-06-01;1;CRI - TRUE  SECURITIZADORA S/A - Série nº 1 da 210ª Emissão;Aquisição de ativos imobiliários conforme previsto na Política de Investimento do Fundo;15477382;Emissão de Cotas
42.754.362/0001-18;2024-06-01;1;CRI - VERT COMPANHIA  SECURITIZADORA - Série nº 4 da 112ª Emissão;Aquisição de ativos imobiliários conforme previsto na Política de Investimento do Fundo;15379548;Emissão de Cotas
42.754.362/0001-18;2024-06-01;1;CRI - VERT COMPANHIA  SECURITIZADORA - Série nº 1 da 118ª Emissão;Aquisição de ativos imobiliários conforme previsto na Política de Investimento do Fundo;15000000;Emissão de Cotas
42.754.362/0001-18;2024-06-01;1;ICNE11;Aquisição de ativos imobiliários conforme previsto na Política de Investimento do Fundo;12500000;Emissão de Cotas
42.754.362/0001-18;2024-06-01;1;CRI - VERT COMPANHIA  SECURITIZADORA - Série nº 2 da 112ª Emissão;Aquisição de ativos imobiliários conforme previsto na Política de Investimento do Fundo;11300000;Emissão de Cotas
42.754.362/0001-18;2024-06-01;1;CRI - TRUE  SECURITIZADORA S/A - Série nº 2 da 53ª Emissão;Aquisição de ativos imobiliários conforme previsto na Política de Investimento do Fundo;11000208.06;Emissão de Cotas
42.754.362/0001-18;2024-06-01;1;CRI - VERT COMPANHIA  SECURITIZADORA - Série nº 3 da 112ª Emissão;Aquisição de ativos imobiliários conforme previsto na Política de Investimento do Fundo;9500000;Emissão de Cotas
42.754.362/0001-18;2024-06-01;1;CRI - TRUE  SECURITIZADORA S/A - Série nº 20 da 53ª Emissão;Aquisição de ativos imobiliários conforme previsto na Política de Investimento do Fundo;9124432.0685;Emissão de Cotas
42.754.362/0001-18;2024-06-01;1;CRI - TRUE  SECURITIZADORA S/A - Série nº 2 da 166ª Emissão;Aquisição de ativos imobiliários conforme previsto na Política de Investimento do Fundo;8500000;Emissão de Cotas
42.754.362/0001-18;2024-06-01;1;CRI - VIRGO COMPANHIA DE SECURITIZACAO - Série nº 225 da 4ª Emissão;Aquisição de ativos imobiliários conforme previsto na Política de Investimento do Fundo;8105828.7165;Emissão de Cotas
42.754.362/0001-18;2024-06-01;1;CRI - TRUE  SECURITIZADORA S/A - Série nº 14 da 53ª Emissão;Aquisição de ativos imobiliários conforme previsto na Política de Investimento do Fundo;7965666.5065;Emissão de Cotas
42.754.362/0001-18;2024-06-01;1;CRI - OPEA SECURITIZADORA S/A - Série nº 1 da 228ª Emissão;Aquisição de ativos imobiliários conforme previsto na Política de Investimento do Fundo;7841850.12;Emissão de Cotas
42.754.362/0001-18;2024-06-01;1;CRI - TRUE  SECURITIZADORA S/A - Série nº 19 da 53ª Emissão;Aquisição de ativos imobiliários conforme previsto na Política de Investimento do Fundo;6876153.6835;Emissão de Cotas
42.754.362/0001-18;2024-06-01;1;CRI - TRUE  SECURITIZADORA S/A - Série nº 4 da 279ª Emissão;Aquisição de ativos imobiliários conforme previsto na Política de Investimento do Fundo;4662000;Emissão de Cotas
42.754.362/0001-18;2024-06-01;1;CRI - TRUE  SECURITIZADORA S/A - Série nº 13 da 53ª Emissão;Aquisição de ativos imobiliários conforme previsto na Política de Investimento do Fundo;4639142.133;Emissão de Cotas
42.754.362/0001-18;2024-06-01;1;CRI - VERT COMPANHIA  SECURITIZADORA - Série nº 1 da 112ª Emissão;Aquisição de ativos imobiliários conforme previsto na Política de Investimento do Fundo;4428000;Emissão de Cotas
42.754.362/0001-18;2024-06-01;1;CRI - OPEA SECURITIZADORA S/A - Série nº 4 da 228ª Emissão;Aquisição de ativos imobiliários conforme previsto na Política de Investimento do Fundo;4323071.22;Emissão de Cotas
42.754.362/0001-18;2024-06-01;1;CRI - TRUE  SECURITIZADORA S/A - Série nº 1 da 317ª Emissão;Aquisição de ativos imobiliários conforme previsto na Política de Investimento do Fundo;4014243.2616;Emissão de Cotas
42.754.362/0001-18;2024-06-01;1;CRI - TRUE  SECURITIZADORA S/A - Série nº 4 da 210ª Emissão;Aquisição de ativos imobiliários conforme previsto na Política de Investimento do Fundo;2221000;Emissão de Cotas
42.754.362/0001-18;2024-06-01;1;CRI - TRUE  SECURITIZADORA S/A - Série nº 15 da 53ª Emissão;Aquisição de ativos imobiliários conforme previsto na Política de Investimento do Fundo;1395625.84;Emissão de Cotas
42.754.362/0001-18;2024-06-01;1;CRI - VERT COMPANHIA  SECURITIZADORA - Série nº 10 da 112ª Emissão;Aquisição de ativos imobiliários conforme previsto na Política de Investimento do Fundo;22000;Emissão de Cotas
42.869.892/0001-01;2024-06-01;1;FONSECA RODRIGUES;Benefícios futuros;20146571.33;Recursos próprios / emissão de cotas
42.888.292/0001-90;2024-06-01;1;CRA - CRA02300TBM -   - N Emissão  - N Série;Ganho de capital e recebimento de juros;15031647.89;Oferta Pública
42.888.292/0001-90;2024-06-01;1;CRA - CRA022008YH - ECO SECURITIZADORA DIREITOS CREDITORIOS  - N Emissão 203 - N Série 1;Ganho de capital e recebimento de juros;1144150.66;Oferta Pública
42.888.292/0001-90;2024-06-01;1;CRA - CRA022008YH - ECO SECURITIZADORA DIREITOS CREDITORIOS  - N Emissão 203 - N Série 1;Ganho de capital e recebimento de juros;5558736.64;Oferta Pública
42.888.292/0001-90;2024-06-01;1;CRA - CRA0230099D -   - N Emissão  - N Série;Ganho de capital e recebimento de juros;3554887.2;Oferta Pública
42.888.292/0001-90;2024-06-01;1;CRA - CRA022008YH - ECO SECURITIZADORA DIREITOS CREDITORIOS  - N Emissão 203 - N Série 1;Ganho de capital e recebimento de juros;433652.67;Oferta Pública
42.888.292/0001-90;2024-06-01;1;CRA - CRA02200CT5 -   - N Emissão  - N Série;Ganho de capital e recebimento de juros;5027488.31;Oferta Pública
42.888.292/0001-90;2024-06-01;1;CRA - CRA02300Q8I -   - N Emissão  - N Série;Ganho de capital e recebimento de juros;6491822.97;Oferta Pública
42.888.292/0001-90;2024-06-01;1;CRA - CRA02300O8I -   - N Emissão  - N Série;Ganho de capital e recebimento de juros;11396975.16;Oferta Pública
42.888.292/0001-90;2024-06-01;1;CRA - CRA02300TXU -   - N Emissão  - N Série;Ganho de capital e recebimento de juros;9992685.29;Oferta Pública
42.888.292/0001-90;2024-06-01;1;CRA - CRA022008YH - ECO SECURITIZADORA DIREITOS CREDITORIOS  - N Emissão 203 - N Série 1;Ganho de capital e recebimento de juros;435358.49;Oferta Pública
42.888.292/0001-90;2024-06-01;1;CRA - CRA022008YH - ECO SECURITIZADORA DIREITOS CREDITORIOS  - N Emissão 203 - N Série 1;Ganho de capital e recebimento de juros;435641.42;Oferta Pública
42.888.292/0001-90;2024-06-01;1;CRA - CRA0240060P -   - N Emissão  - N Série;Ganho de capital e recebimento de juros;4137556.54;Oferta Pública
42.888.292/0001-90;2024-06-01;1;CRA - CRA024006N5 -   - N Emissão  - N Série;Ganho de capital e recebimento de juros;9133172.66;Oferta Pública
42.888.292/0001-90;2024-06-01;1;CRA - CRA02300Q8H -   - N Emissão  - N Série;Ganho de capital e recebimento de juros;13244673.85;Oferta Pública
42.888.292/0001-90;2024-06-01;1;CRA - CRA02300VY1 -   - N Emissão  - N Série;Ganho de capital e recebimento de juros;15018163.57;Oferta Pública
42.888.360/0001-11;2024-12-01;1;CRA00000007F;Ganho de capital - Rentabilização da carteira;2514235.93;Recurso próprios - Caixa e/ou emissão de cotas
42.888.360/0001-11;2024-12-01;1;CRA0000002A4;Ganho de capital - Rentabilização da carteira;506627.45;Recurso próprios - Caixa e/ou emissão de cotas
42.888.360/0001-11;2024-12-01;1;CRA0000002A5;Ganho de capital - Rentabilização da carteira;506627.45;Recurso próprios - Caixa e/ou emissão de cotas
42.888.360/0001-11;2024-12-01;1;CRA0000039B;Ganho de capital - Rentabilização da carteira;3048712.85;Recurso próprios - Caixa e/ou emissão de cotas
42.888.583/0001-89;2024-12-01;1;COTAS DE FUNDOS IMOBILIÁRIOS   - CLIN11;Ganho de capital - Rentabilização da carteira;3262694.31;Recurso próprios - Caixa e/ou emissão de cotas
42.888.583/0001-89;2024-12-01;1;COTAS DE FUNDOS IMOBILIÁRIOS   - GARE11;Ganho de capital - Rentabilização da carteira;4102351.35;Recurso próprios - Caixa e/ou emissão de cotas
42.888.583/0001-89;2024-12-01;1;COTAS DE FUNDOS IMOBILIÁRIOS   - GZIT11;Ganho de capital - Rentabilização da carteira;4846766.87;Recurso próprios - Caixa e/ou emissão de cotas
42.888.583/0001-89;2024-12-01;1;COTAS DE FUNDOS IMOBILIÁRIOS   - KNUQ11;Ganho de capital - Rentabilização da carteira;787191.07;Recurso próprios - Caixa e/ou emissão de cotas
42.888.583/0001-89;2024-12-01;1;COTAS DE FUNDOS IMOBILIÁRIOS   - MCRE11;Ganho de capital - Rentabilização da carteira;4705147.81;Recurso próprios - Caixa e/ou emissão de cotas
42.888.583/0001-89;2024-12-01;1;COTAS DE FUNDOS IMOBILIÁRIOS   - NCRI11;Ganho de capital - Rentabilização da carteira;2050349.02;Recurso próprios - Caixa e/ou emissão de cotas
42.888.583/0001-89;2024-12-01;1;COTAS DE FUNDOS IMOBILIÁRIOS   - PMIS11;Ganho de capital - Rentabilização da carteira;1500008.38;Recurso próprios - Caixa e/ou emissão de cotas
42.888.583/0001-89;2024-12-01;1;COTAS DE FUNDOS IMOBILIÁRIOS   - PVBI11;Ganho de capital - Rentabilização da carteira;2851487.27;Recurso próprios - Caixa e/ou emissão de cotas
42.888.583/0001-89;2024-12-01;1;COTAS DE FUNDOS IMOBILIÁRIOS   - RBHG11;Ganho de capital - Rentabilização da carteira;1000310.7;Recurso próprios - Caixa e/ou emissão de cotas
42.888.583/0001-89;2024-12-01;1;COTAS DE FUNDOS IMOBILIÁRIOS   - RBVA11;Ganho de capital - Rentabilização da carteira;1027650.62;Recurso próprios - Caixa e/ou emissão de cotas
42.888.583/0001-89;2024-12-01;1;COTAS DE FUNDOS IMOBILIÁRIOS   - SNME11;Ganho de capital - Rentabilização da carteira;1000000;Recurso próprios - Caixa e/ou emissão de cotas
42.888.583/0001-89;2024-12-01;1;COTAS DE FUNDOS IMOBILIÁRIOS   - VGRI11;Ganho de capital - Rentabilização da carteira;2041231.89;Recurso próprios - Caixa e/ou emissão de cotas
42.888.583/0001-89;2024-12-01;1;COTAS DE FUNDOS IMOBILIÁRIOS   - VRTM11;Ganho de capital - Rentabilização da carteira;4000005.1;Recurso próprios - Caixa e/ou emissão de cotas
42.888.583/0001-89;2024-12-01;1;COTAS DE FUNDOS IMOBILIÁRIOS   - XPML11;Ganho de capital - Rentabilização da carteira;2589310.35;Recurso próprios - Caixa e/ou emissão de cotas
42.888.583/0001-89;2024-12-01;1;COTAS DE FUNDOS IMOBILIÁRIOS   - ZAVC11;Ganho de capital - Rentabilização da carteira;1000000;Recurso próprios - Caixa e/ou emissão de cotas
42.888.583/0001-89;2024-12-01;1;ACOES A VISTA - N1             - IGTI11;Ganho de capital - Rentabilização da carteira;431746.52;Recurso próprios - Caixa e/ou emissão de cotas
42.888.583/0001-89;2024-12-01;1;ACOES A VISTA - N1             - MRVE3;Ganho de capital - Rentabilização da carteira;2480994.88;Recurso próprios - Caixa e/ou emissão de cotas
42.888.583/0001-89;2024-12-01;1;ACOES A VISTA - N1             - SYNE3;Ganho de capital - Rentabilização da carteira;556597;Recurso próprios - Caixa e/ou emissão de cotas
42.888.583/0001-89;2024-12-01;1;ACOES A VISTA - N1             - TEND3;Ganho de capital - Rentabilização da carteira;334475.58;Recurso próprios - Caixa e/ou emissão de cotas
42.888.583/0001-89;2024-12-01;1;CRI OV0007A5 - 24C1924689_OVER;Ganho de capital - Rentabilização da carteira;6423575.35;Recurso próprios - Caixa e/ou emissão de cotas
42.888.583/0001-89;2024-12-01;1;LCI0000002FB - 24I02520561;Ganho de capital - Rentabilização da carteira;9242968.54;Recurso próprios - Caixa e/ou emissão de cotas
42.888.583/0001-89;2024-12-01;1;CRI000000431 - 22C1013173;Ganho de capital - Rentabilização da carteira;658474.61;Recurso próprios - Caixa e/ou emissão de cotas
42.888.583/0001-89;2024-12-01;1;CRI000000432 - 23I1270600;Ganho de capital - Rentabilização da carteira;506174.82;Recurso próprios - Caixa e/ou emissão de cotas
42.888.583/0001-89;2024-12-01;1;CRI000000433 - 23D0003603;Ganho de capital - Rentabilização da carteira;317434.38;Recurso próprios - Caixa e/ou emissão de cotas
