CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Empresarial;Canal_Divulgacao;Sigla_UF
04.089.570/0001-50;2025-01-01;1;144605;ÁGUAS GUARIROBA S.A;Estado de Mato Grosso do Sul;MS
04.089.570/0001-50;2025-01-01;1;144605;ÁGUAS GUARIROBA S.A;https://www.ibri.com.br/pt-br/rede-de-divulgacao/?id=261149/;SP
04.089.570/0001-50;2025-01-01;1;144605;ÁGUAS GUARIROBA S.A;Midiamax;MS
04.149.454/0001-80;2025-01-01;1;147232;ECORODOVIAS INFRAESTRUTURA E LOGÍSTICA S.A.;https://valor.globo.com/empresas/valor-empresas-360/ecorodovias/;SP
04.149.454/0001-80;2025-01-01;1;147232;ECORODOVIAS INFRAESTRUTURA E LOGÍSTICA S.A.;Valor Econômico;SP
04.172.213/0001-51;2025-01-01;2;150846;CIA PIRATININGA DE FORCA E LUZ;Correio Popular (Campinas);SP
04.172.213/0001-51;2025-01-01;2;150846;CIA PIRATININGA DE FORCA E LUZ;www.cpfl.com.br/ri;SP
04.172.213/0001-51;2025-01-01;2;150846;CIA PIRATININGA DE FORCA E LUZ;www.valor.com.br/valor-ri;SP
04.212.396/0001-91;2025-01-01;1;144161;Voke S.A.;Gazeta de São Paulo;SP
04.368.865/0001-66;2025-01-01;1;146331;Ligga Telecomunicações S.A.;Folha de Londrina;PR
04.368.865/0001-66;2025-01-01;1;146331;Ligga Telecomunicações S.A.;https://ri.liggavc.com.br/;PR
04.368.898/0001-06;2025-01-01;1;146684;Copel Distribuição S.A.;https://valor.globo.com/valor-ri/;SP
04.368.898/0001-06;2025-01-01;1;146684;Copel Distribuição S.A.;portal.mzgroup.com;SP
04.368.898/0001-06;2025-01-01;1;146684;Copel Distribuição S.A.;ri.copel.com;PR
04.368.898/0001-06;2025-01-01;1;146684;Copel Distribuição S.A.;Valor Econômico;SP
04.370.282/0001-70;2025-01-01;1;146683;COPEL GERAÇÃO E TRANSMISSÃO S.A.;https://valor.globo.com/valor-ri/;SP
04.370.282/0001-70;2025-01-01;1;146683;COPEL GERAÇÃO E TRANSMISSÃO S.A.;portal.mzgroup.com;SP
04.370.282/0001-70;2025-01-01;1;146683;COPEL GERAÇÃO E TRANSMISSÃO S.A.;Valor Econômico;SP
04.423.567/0001-21;2025-01-01;1;146170;ENEVA S.A;Monitor Mercantil;RJ
04.423.567/0001-21;2025-01-01;1;146170;ENEVA S.A;portal.mzgroup.com/fatos-relevantes/;SP
04.601.397/0001-28;2025-01-01;1;144343;BRISANET SERVIÇOS DE TELECOMUNICAÇÕES S.A.;"O Estado";CE
04.601.397/0001-28;2025-01-01;1;144343;BRISANET SERVIÇOS DE TELECOMUNICAÇÕES S.A.;https://ri.brisanet.com.br/;CE
04.626.426/0001-06;2025-01-01;4;147240;BTG Pactual Commodities Sertrading S.A.;Estado de ES;ES
04.626.426/0001-06;2025-01-01;4;147240;BTG Pactual Commodities Sertrading S.A.;Jornal a Tribuna;ES
04.739.720/0001-24;2025-01-01;1;149091;USINA TERMELÉTRICA PAMPA SUL S.A.;Correio do Povo;RS
04.752.991/0001-10;2025-01-01;1;146747;BIOMM S.A.;Diário do Comércio (Belo Horizonte);MG
04.752.991/0001-10;2025-01-01;1;146747;BIOMM S.A.;O Dia;SP
04.752.991/0001-10;2025-01-01;1;146747;BIOMM S.A.;www.portalneo1.net/;MG
04.821.041/0001-08;2025-01-01;2;146402;METALFRIO SOLUTIONS S.A.;Valor Econômico;SP
04.895.728/0001-80;2025-01-01;3;147207;EQUATORIAL PARÁ DISTRIBUIDORA DE ENERGIA S.A.;https://ri.equatorialenergia.com.br/;SP
04.895.728/0001-80;2025-01-01;3;147207;EQUATORIAL PARÁ DISTRIBUIDORA DE ENERGIA S.A.;O Liberal;PA
04.902.979/0001-44;2025-01-01;1;144088;BCO AMAZONIA S.A.;Diário Oficial do Estado;PA
04.902.979/0001-44;2025-01-01;1;144088;BCO AMAZONIA S.A.;O Diário do Pará;PA
04.902.979/0001-44;2025-01-01;1;144088;BCO AMAZONIA S.A.;O Liberal;PA
04.913.711/0001-08;2025-01-01;1;148729;BCO ESTADO DO PARA S.A.;Diário Oficial do Estado do Pará;PA
04.913.711/0001-08;2025-01-01;1;148729;BCO ESTADO DO PARA S.A.;https://ri.banpara.b.br/;PA
04.913.711/0001-08;2025-01-01;1;148729;BCO ESTADO DO PARA S.A.;JORNAL DIÁRIO DO PARÁ;PA
04.913.711/0001-08;2025-01-01;1;148729;BCO ESTADO DO PARA S.A.;Jornal O Liberal;PA
04.972.092/0001-22;2025-01-01;1;149046;GRUPO FARTURA DE HORTIFRUT S.A.;Portalneo;SP
04.972.092/0001-22;2025-01-01;1;149046;GRUPO FARTURA DE HORTIFRUT S.A.;Valor Econômico;SP
04.986.188/0001-40;2025-01-01;1;149966;AGROINDUSTRIAL VERA CRUZ S.A.;Diário Oficial do Estado de Sao Paulo;SP
04.986.320/0001-13;2025-01-01;3;151260;SER EDUCACIONAL S.A.;Diário de Pernambuco;PE
04.986.320/0001-13;2025-01-01;3;151260;SER EDUCACIONAL S.A.;https://portal.mzgroup.com/fatos-relevantes/;SP
04.992.714/0001-84;2025-01-01;3;151751;Nova Transportadora do Sudeste S.A. - NTS;Diário Comercial;RJ
04.992.714/0001-84;2025-01-01;3;151751;Nova Transportadora do Sudeste S.A. - NTS;Portal MZ Group: https://portal.mzgroup.com;RJ
04.992.714/0001-84;2025-01-01;3;151751;Nova Transportadora do Sudeste S.A. - NTS;Website RI: https://www.ntsbrasil.com/home-ri/;RJ
05.197.443/0001-38;2025-01-01;1;148130;HAPVIDA PARTICIPAÇÕES E INVESTIMENTOS S.A.;Empresas.net (B3);SP
05.197.443/0001-38;2025-01-01;1;148130;HAPVIDA PARTICIPAÇÕES E INVESTIMENTOS S.A.;https://ri.hapvida.com.br/;SP
05.303.439/0001-07;2025-01-01;1;149385;Unigel Participações S.A.;Diário Oficial do Estado de São Paulo;SP
05.303.439/0001-07;2025-01-01;1;149385;Unigel Participações S.A.;https://ri.unigel.com.br/;SP
05.303.439/0001-07;2025-01-01;1;149385;Unigel Participações S.A.;O Dia;SP
05.303.439/0001-07;2025-01-01;1;149385;Unigel Participações S.A.;Valor Econômico;SP
05.336.882/0001-84;2025-01-01;1;148703;CACHOEIRA PAULISTA TRANSMISSORA ENERGIA S.A.;Valor Econômico;RJ
05.495.546/0001-84;2025-01-01;1;148122;Litela Participações S.A. - Em Liquidação;Monitor Mercantil;RJ
05.878.397/0001-32;2025-01-01;1;147323;ALLOS S.A.;Valor Econômico;RJ
05.878.397/0001-32;2025-01-01;1;147323;ALLOS S.A.;Valor Econômico versão digital;RJ
05.917.486/0001-40;2025-01-01;2;149574;LIVETECH DA BAHIA INDÚSTRIA E COMÉRCIO S.A.;A Tarde Salvador;BA
05.917.486/0001-40;2025-01-01;2;149574;LIVETECH DA BAHIA INDÚSTRIA E COMÉRCIO S.A.;https://www.rededivulgacao.com.br/;SP
05.917.486/0001-40;2025-01-01;2;149574;LIVETECH DA BAHIA INDÚSTRIA E COMÉRCIO S.A.;ri.wdcnet.com.br;SP
06.016.348/0001-53;2025-01-01;2;148075;Ventos do Sul Energia S.A.;https://portal.correiodopovo.com.br/publicp/20573.pdf;RS
06.016.348/0001-53;2025-01-01;2;148075;Ventos do Sul Energia S.A.;Jornal Correio do Povo;RS
06.047.087/0001-39;2025-01-01;1;149150;Rede D'Or São Luiz S.A.;Diário Comercial;SP
06.047.087/0001-39;2025-01-01;1;149150;Rede D'Or São Luiz S.A.;Portal NEO1;SP
06.057.223/0001-71;2025-01-01;1;146509;SENDAS DISTRIBUIDORA S.A.;O Estado de São Paulo;SP
06.057.223/0001-71;2025-01-01;1;146509;SENDAS DISTRIBUIDORA S.A.;www.portalneo1.net/;SP
06.164.253/0001-87;2025-01-01;3;151630;GOL LINHAS AEREAS INTELIGENTES S.A.;Valor Econômico;SP
06.272.793/0001-84;2025-01-01;3;147208;EQUATORIAL MARANHÃO DISTRIBUIDORA DE ENERGIA S.A.;https://ri.equatorialenergia.com.br/;SP
06.272.793/0001-84;2025-01-01;3;147208;EQUATORIAL MARANHÃO DISTRIBUIDORA DE ENERGIA S.A.;O Imparcial;MA
06.347.409/0001-65;2025-01-01;1;148432;SBF Comércio de Produtos Esportivos S.A.;https://www.jornalodiasp.com.br/;SP
06.347.409/0001-65;2025-01-01;1;148432;SBF Comércio de Produtos Esportivos S.A.;O Dia;SP
06.347.409/0001-65;2025-01-01;1;148432;SBF Comércio de Produtos Esportivos S.A.;www.portalneo1.net;BR
06.626.253/0001-51;2025-01-01;1;149100;EMPREENDIMENTOS PAGUE MENOS S.A.;https://ri.paguemenos.com.br/;CE
06.626.253/0001-51;2025-01-01;1;149100;EMPREENDIMENTOS PAGUE MENOS S.A.;Jornal O Povo;CE
06.977.745/0001-91;2025-01-01;1;147473;BR MALLS PARTICIPACOES S.A.;Valor Econômico;RJ
06.981.176/0001-58;2025-01-01;1;148055;CEMIG GERACAO E TRANSMISSAO S.A.;O Tempo (Belo Horizonte);MG
06.981.180/0001-16;2025-01-01;1;148056;CEMIG DISTRIBUICAO S.A.;O Tempo (Belo Horizonte);MG
06.981.381/0001-13;2025-01-01;1;149900;CTC - CENTRO DE TECNOLOGIA CANAVIEIRA S.A.;Diario Oficial do Estado;SP
06.981.381/0001-13;2025-01-01;1;149900;CTC - CENTRO DE TECNOLOGIA CANAVIEIRA S.A.;Valor Econômico;SP
07.040.108/0001-57;2025-01-01;1;147457;CAGECE - CIA DE AGUA E ESGOTO DO CEARA;Diário Oficial do Estado;CE
07.040.108/0001-57;2025-01-01;1;147457;CAGECE - CIA DE AGUA E ESGOTO DO CEARA;Jornal O Povo;CE
07.043.628/0001-13;2025-01-01;2;148129;CLARO TELECOM PARTICIPAÇÕES S.A.;https://valor.globo.com/valor-ri/;SP
07.043.628/0001-13;2025-01-01;2;148129;CLARO TELECOM PARTICIPAÇÕES S.A.;https://www.claropar.com.br/;SP
07.043.628/0001-13;2025-01-01;2;148129;CLARO TELECOM PARTICIPAÇÕES S.A.;Valor Econômico;SP
07.047.251/0001-70;2025-01-01;2;146247;CIA ENERGETICA DO CEARA - COELCE;O Povo;CE
07.119.838/0001-48;2025-01-01;1;147002;SECME - COMPANHIA SECURITIZADORA DE CRÉDITOS IMOBILIÁRIOS;Folha de São Paulo;SP
07.206.816/0001-15;2025-01-01;1;144168;M.DIAS BRANCO S.A. IND COM DE ALIMENTOS;O Povo;CE
07.237.373/0001-20;2025-01-01;1;144612;BCO NORDESTE DO BRASIL S.A.;Jornal O Povo;CE
07.253.321/0001-47;2025-01-01;1;145783;CARBOMIL SA MINER. E INDUSTRIA;Jornal O Povo Digital;CE
07.253.321/0001-47;2025-01-01;1;145783;CARBOMIL SA MINER. E INDUSTRIA;O Povo;CE
07.275.159/0001-68;2025-01-01;1;147057;PETROLEO LUB DO NORDESTE SA;DIARIO OFICIAL DO ESTADO DO CEARÁ;CE
07.282.377/0001-20;2025-01-01;1;148561;ENERGISA SUL-SUDESTE - DISTRIBUIDORA DE ENERGIA S/A;https://ri.energisa.com.br/;MG
07.282.377/0001-20;2025-01-01;1;148561;ENERGISA SUL-SUDESTE - DISTRIBUIDORA DE ENERGIA S/A;https://www.rad.cvm.gov.br/ENET/frmConsultaExternaCVM.aspx;RJ
07.282.377/0001-20;2025-01-01;1;148561;ENERGISA SUL-SUDESTE - DISTRIBUIDORA DE ENERGIA S/A;Monitor Mercantil;SP
07.334.600/0001-35;2025-01-01;2;148060;MARINA DE IRACEMA PARK SA;Jornal o Estado;CE
07.401.436/0001-31;2025-01-01;2;146818;ELDORADO BRASIL CELULOSE S.A.;Valor Econômico;SP
07.415.333/0001-20;2025-01-01;1;148628;SIMPAR S.A.;O Estado de São Paulo;SP
07.526.557/0001-00;2025-01-01;1;146101;AMBEV S.A.;https://valor.globo.com/valor-ri/fatos-relevantes/;SP
07.594.978/0001-78;2025-01-01;1;148815;SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S.A.;Folha de São Paulo;SP
07.594.978/0001-78;2025-01-01;1;148815;SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S.A.;https://investor.smartfit.com.br/;SP
07.594.978/0001-78;2025-01-01;1;148815;SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S.A.;https://publicidadelegal.folha.com.br;SP
07.628.528/0001-59;2025-01-01;1;149147;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;O Estado de São Paulo;SP
07.636.657/0001-99;2025-01-01;2;149368;Aço Verde do Brasil S.A;O Progresso;MA
07.659.538/0001-51;2025-01-01;1;150795;DINAMICA ENERGIA S.A.;Diário Oficial;RJ
07.659.538/0001-51;2025-01-01;1;150795;DINAMICA ENERGIA S.A.;Monitor Mercantil;RJ
07.689.002/0001-89;2025-01-01;1;144509;EMBRAER S.A.;O Vale;SP
07.689.002/0001-89;2025-01-01;1;144509;EMBRAER S.A.;Portal Valor Econômico www.valor.globo.com/empresas/valor-empresas-360/embraer/;BR
07.689.002/0001-89;2025-01-01;1;144509;EMBRAER S.A.;ri.embraer.com.br;BR
07.689.002/0001-89;2025-01-01;1;144509;EMBRAER S.A.;Valor Econômico;SP
07.714.104/0001-07;2025-01-01;1;148499;Giga Mais Fibra Telecomunicações S.A.;Jornal diário do acionista;RJ
07.718.269/0001-57;2025-01-01;2;144715;SPRINGS GLOBAL PARTICIPACOES S.A.;Jornal de Notícias - Montes Claros;MG
07.802.794/0001-56;2025-01-01;2;149174;ESSENTIA PCHS S.A.;Diário Oficial do Estado de São Paulo;SP
07.802.794/0001-56;2025-01-01;2;149174;ESSENTIA PCHS S.A.;Gazeta SP;SP
07.802.794/0001-56;2025-01-01;2;149174;ESSENTIA PCHS S.A.;http://ri.essentiaenergia.com.br/;SP
07.802.794/0001-56;2025-01-01;2;149174;ESSENTIA PCHS S.A.;https://portal.mzgroup.com/;SP
07.816.890/0001-53;2025-01-01;1;149899;MULTIPLAN - EMPREEND IMOBILIARIOS S.A.;Valor Econômico;SP
07.816.890/0001-53;2025-01-01;1;149899;MULTIPLAN - EMPREEND IMOBILIARIOS S.A.;valor.globo.com/valor-ri/fatos-relevantes/;SP
07.820.907/0001-46;2025-01-01;1;149640;FICA EMPREENDIMENTOS IMOBILIÁRIOS S.A.;Diário do Comércio;SP
07.823.262/0001-03;2025-01-01;1;149927;Foz do Rio Claro Energia S.A.;Jornal Valor Econômico;SP
07.857.093/0001-14;2025-01-01;2;149179;AURA MINERALS INC.;http://auraminerals.com/;SP
07.857.850/0001-50;2025-01-01;2;151559;GP INVESTMENTS, LTD.;Portal Neo1 (www.portalneo1.net);SP
07.859.971/0001-30;2025-01-01;1;144682;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.;Diário Oficial do Estado;RJ
07.859.971/0001-30;2025-01-01;1;144682;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.;Portal NEO1 (http://www.portalneo1.net/);SP
07.859.971/0001-30;2025-01-01;1;144682;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.;Valor Econômico;SP
07.882.930/0001-65;2025-01-01;1;148539;Mitre Realty Empreendimentos e Participações S.A.;https :://www jornalodiasp com br;SP
07.882.930/0001-65;2025-01-01;1;148539;Mitre Realty Empreendimentos e Participações S.A.;Jornal o Dia;SP
08.065.557/0001-12;2025-01-01;1;149455;TECNISA S.A.;Folha de São Paulo;SP
08.065.557/0001-12;2025-01-01;1;149455;TECNISA S.A.;http://publicidadelegal.folha.uol.com.br/;BR
08.070.508/0001-78;2025-01-01;2;150909;RAIZEN ENERGIA S.A.;Jornal Estado de São Paulo;SP
08.078.847/0001-09;2025-01-01;1;147058;LPS BRASIL - CONSULTORIA DE IMOVEIS S.A.;O Estado de São Paulo;SP
08.078.847/0001-09;2025-01-01;1;147058;LPS BRASIL - CONSULTORIA DE IMOVEIS S.A.;Portal digital de Publicações - O Estado de São Paulo;SP
08.100.057/0001-74;2025-01-01;2;149726;Tecnogera-Locação e Transformação de Energia S.A.;ri.tecnogera.com.br;SP
08.159.965/0001-33;2025-01-01;3;149696;IGUA SANEAMENTO S.A.;Site de Relações com Investidores (https://ri.igua.com.br/);SP
08.159.965/0001-33;2025-01-01;3;149696;IGUA SANEAMENTO S.A.;Valor Econômico (https://valor.globo.com/);SP
08.170.849/0001-15;2025-01-01;1;146545;DESKTOP S.A.;Folha de São Paulo;SP
08.170.849/0001-15;2025-01-01;1;146545;DESKTOP S.A.;Portal Neo1 -  https://portal.mzgroup.com/fatos-relevantes/;SP
08.213.823/0001-07;2025-01-01;1;149168;AURA ALMAS MINERAÇÃO S.A.;Diário Oficial do Estado do Tocantins;TO
08.213.823/0001-07;2025-01-01;1;149168;AURA ALMAS MINERAÇÃO S.A.;Folha Capital de Tocantins;TO
08.262.121/0001-13;2025-01-01;1;148883;Alubar Metais e Cabos S.A.;Diário do Pará;PA
08.262.121/0001-13;2025-01-01;1;148883;Alubar Metais e Cabos S.A.;https://www.alubar.net.br/relacao-com-investidores/index;PA
08.262.121/0001-13;2025-01-01;1;148883;Alubar Metais e Cabos S.A.;O Liberal;PA
08.294.224/0001-65;2025-01-01;1;144640;JHSF PARTICIPACOES S.A.;Diário Oficial do Estado;SP
08.294.224/0001-65;2025-01-01;1;144640;JHSF PARTICIPACOES S.A.;O Estado de São Paulo;SP
08.312.229/0001-73;2025-01-01;1;148781;EZ TEC EMPREEND. E PARTICIPACOES S.A.;Valor Econômico;SP
08.312.229/0001-73;2025-01-01;1;148781;EZ TEC EMPREEND. E PARTICIPACOES S.A.;www.valor.com.br/valor-ri/fatos-relevantes;SP
08.322.396/0001-03;2025-01-01;1;148079;CERRADINHO BIOENERGIA S.A.;http://www.cerradinhobio.com.br/home-ri/;GO
08.322.396/0001-03;2025-01-01;1;148079;CERRADINHO BIOENERGIA S.A.;O Hoje;GO
08.324.196/0001-81;2025-01-01;1;147392;CIA ENERGETICA DO RIO GDE NORTE - COSERN;http://ri.neoenergia.com/;RN
08.324.196/0001-81;2025-01-01;1;147392;CIA ENERGETICA DO RIO GDE NORTE - COSERN;https://valor.globo.com/;RN
08.324.196/0001-81;2025-01-01;1;147392;CIA ENERGETICA DO RIO GDE NORTE - COSERN;Jornal Valor Econômico Impresso;RN
08.343.492/0001-20;2025-01-01;1;147485;MRV ENGENHARIA E PARTICIPACOES S.A.;Diário do Comércio de Minas Gerais;MG
08.343.492/0001-20;2025-01-01;1;147485;MRV ENGENHARIA E PARTICIPACOES S.A.;Site RI da Companhia: https://ri.mrv.com.br/;MG
08.364.948/0001-38;2025-01-01;1;144679;ALUPAR INVESTIMENTO S/A;portal de notícias http://www.luzdigi.com.br;SP
08.364.948/0001-38;2025-01-01;1;144679;ALUPAR INVESTIMENTO S/A;Valor Econômico;SP
08.397.078/0001-01;2025-01-01;1;144447;GSH CORP Participações S.A.;Diário Comercial do Rio de Janeiro;RJ
08.402.943/0001-52;2025-01-01;1;148223;GUARARAPES CONFECCOES S.A.;https://portal.mzgroup.com/;SP
08.402.943/0001-52;2025-01-01;1;148223;GUARARAPES CONFECCOES S.A.;Tribuna do Norte;RN
08.402.943/0001-52;2025-01-01;1;148223;GUARARAPES CONFECCOES S.A.;www.riachuelo.com.br/ri;SP
08.424.178/0001-71;2025-01-01;1;148421;TECBLU TECELAGEM BLUMENAU S.A.;Tribuna do Norte;RN
08.439.659/0001-50;2025-01-01;2;150843;CPFL ENERGIAS RENOVÁVEIS S.A.;http://www.cpfl.com.br/ri;SP
08.439.659/0001-50;2025-01-01;2;150843;CPFL ENERGIAS RENOVÁVEIS S.A.;Portal Valor RI (http://www.valor.com.br/valor-ri);BR
08.439.659/0001-50;2025-01-01;2;150843;CPFL ENERGIAS RENOVÁVEIS S.A.;Valor Econômico;SP
08.467.115/0001-00;2025-01-01;3;146764;CIA ESTADUAL DE DISTRIB ENER ELET-CEEE-D;Jornal do Comércio;RS
08.467.115/0001-00;2025-01-01;3;146764;CIA ESTADUAL DE DISTRIB ENER ELET-CEEE-D;Site de Relações com Investidores da Companhia;RS
08.534.605/0001-74;2025-01-01;3;149377;RENOVA ENERGIA S.A.;Gazeta de São Paulo;SP
08.560.444/0001-93;2025-01-01;1;146426;CIA CELG DE PARTICIPACOES - CELGPAR;Central de Balanços da Receita Federal do Brasil;GO
08.560.444/0001-93;2025-01-01;1;146426;CIA CELG DE PARTICIPACOES - CELGPAR;https://ri.celgpar.com/;GO
08.574.411/0001-00;2025-01-01;1;149038;PRÁTICA PRODUTOS S.A.;Diário do Comercio de Belo Horizonte;MG
08.574.411/0001-00;2025-01-01;1;149038;PRÁTICA PRODUTOS S.A.;Site RI da Companhia (www.praticabr.com/ri);MG
08.613.550/0001-98;2025-01-01;2;144251;Nexpe Participações S.A;Site RI Nexpe;SP
08.764.621/0001-53;2025-01-01;1;148668;GENERAL SHOPPING E OUTLETS DO BRASIL BRASIL S.A.;Sistema Empresas.NET;SP
08.773.135/0001-00;2025-01-01;3;150824;2W Ecobank S.A. - Em Recuperação Judicial;Diário Comercial;SP
08.795.211/0001-70;2025-01-01;1;148640;MAESTRO LOCADORA DE VEICULOS S.A.;http://www.valor.com.br/valor-ri;SP
08.795.211/0001-70;2025-01-01;1;148640;MAESTRO LOCADORA DE VEICULOS S.A.;Valor Econômico;SP
08.797.760/0001-83;2025-01-01;1;145591;Cury Construtora e Incorporadora S.A.;Valor Econômico;SP
08.801.621/0001-86;2025-01-01;1;148159;SYN PROP & TECH S.A.;Jornal Valor Econômico;SP
08.801.621/0001-86;2025-01-01;1;148159;SYN PROP & TECH S.A.;Site de Relações com Investidores da SYN;SP
08.807.432/0001-10;2025-01-01;2;150180;YDUQS PARTICIPACOES S.A.;http://www.yduqs.com.br;RJ
08.807.432/0001-10;2025-01-01;2;150180;YDUQS PARTICIPACOES S.A.;https://valor.globo.com/valor-ri/;RJ
08.807.432/0001-10;2025-01-01;2;150180;YDUQS PARTICIPACOES S.A.;https://www.rededivulgacao.com.br/;SP
08.807.432/0001-10;2025-01-01;2;150180;YDUQS PARTICIPACOES S.A.;Jornal Valor Econômico;RJ
08.811.643/0001-27;2025-01-01;1;146468;TRISUL S.A.;O Estado de São Paulo;SP
08.822.767/0001-08;2025-01-01;1;149232;CONCESSIONÁRIA DA RODOVIA MG-050 S.A.;http://publicidadelegal.folha.uol.com.br/;SP
08.827.501/0001-58;2025-01-01;1;144611;AEGEA SANEAMENTO E PARTICIPAÇÕES S.A.;Diário Comercial;SP
08.827.501/0001-58;2025-01-01;1;144611;AEGEA SANEAMENTO E PARTICIPAÇÕES S.A.;https://portal.mzgroup.com/fatos-relevantes/;SP
08.827.501/0001-58;2025-01-01;1;144611;AEGEA SANEAMENTO E PARTICIPAÇÕES S.A.;https://www.ibri.com.br/pt-br/rede-de-divulgacao/?id=261149/;SP
08.845.676/0001-98;2025-01-01;1;148885;Corpóreos - Serviços Terapêuticos S.A.;Diário Comercial (SP);SP
08.845.676/0001-98;2025-01-01;1;148885;Corpóreos - Serviços Terapêuticos S.A.;https://diariocomercial.com.br/;SP
08.873.873/0001-10;2025-01-01;1;147233;ECORODOVIAS CONCESSÕES E SERVIÇOS S.A.;Diário de Notícias;SP
08.902.291/0001-15;2025-01-01;1;147177;CSN MINERAÇÃO S.A.;Folha de São Paulo - Edição Nacional;BR
08.902.291/0001-15;2025-01-01;1;147177;CSN MINERAÇÃO S.A.;Portal da Folha de São Paulo http://publicidadelegal.folha.uol.com.br;BR
08.902.291/0001-15;2025-01-01;1;147177;CSN MINERAÇÃO S.A.;www.ri.csnmineracao.com.br;BR
08.926.302/0001-05;2025-01-01;1;146433;PRIO Forte S.A.;Monitor Mercantil;RJ
08.935.054/0001-50;2025-01-01;1;149049;MULTINER S/A;Gazeta de São Paulo;SP
09.041.168/0001-10;2025-01-01;2;144709;LOG COMMERCIAL PROPERTIES E PARTICIPAÇÕES;Estado de Minas (Belo Horizonte);MG
09.041.168/0001-10;2025-01-01;2;144709;LOG COMMERCIAL PROPERTIES E PARTICIPAÇÕES;Portal Online - Neo1;SP
09.042.817/0001-05;2025-01-01;1;149875;BEMOBI MOBILE TECH S.A.;Monitor Mercantil;RJ
09.053.134/0001-45;2025-01-01;1;145659;Elfa Medicamentos S.A.;Jornal de Brasília;DF
09.054.385/0001-44;2025-01-01;1;148841;INBRANDS S.A.;Diário de Notícias de São Paulo;SP
09.054.385/0001-44;2025-01-01;1;148841;INBRANDS S.A.;www.cvm.com.br;RJ
09.054.385/0001-44;2025-01-01;1;148841;INBRANDS S.A.;www.diariodenoticias.com.br/publicidade-legal;SP
09.054.385/0001-44;2025-01-01;1;148841;INBRANDS S.A.;www.inbrands.com.br;SP
09.074.183/0001-64;2025-01-01;1;145828;TRANSBRASILIANA CONCESSIONÁRIA DE RODOVIA S.A;Data Mercantil;SP
09.095.183/0001-40;2025-01-01;1;148558;ENERGISA PARAÍBA - DISTRIBUIDORA DE ENERGIA S/A;A União;PB
09.095.183/0001-40;2025-01-01;1;148558;ENERGISA PARAÍBA - DISTRIBUIDORA DE ENERGIA S/A;https://ri.energisa.com.br/;MG
09.095.183/0001-40;2025-01-01;1;148558;ENERGISA PARAÍBA - DISTRIBUIDORA DE ENERGIA S/A;https://www.rad.cvm.gov.br/ENET/frmConsultaExternaCVM.aspx;RJ
09.112.685/0001-32;2025-01-01;1;149063;OSX BRASIL S.A. - Em Recuperação Judicial;Empresas.Net;RJ
09.114.805/0001-30;2025-01-01;1;144716;Oceanpact Serviços Maritimos S.A.;Monitor Mercantil;RJ
09.116.278/0001-01;2025-01-01;1;149570;CONPEL CIA NORDESTINA PAPEL - Em Recuperação Judicial;Jornal A União (digital) site     www.auniao.pb.gov.br;PB
09.116.278/0001-01;2025-01-01;1;149570;CONPEL CIA NORDESTINA PAPEL - Em Recuperação Judicial;Jornal A União (impresso);PB
09.116.278/0001-01;2025-01-01;1;149570;CONPEL CIA NORDESTINA PAPEL - Em Recuperação Judicial;Site da companhia - www.conpel.com.br;PB
09.146.451/0001-06;2025-01-01;1;149918;KALLAS INCORPORAÇÕES E CONSTRUÇÕES S.A.;Diário Oficial do Estado de São Paulo;SP
09.146.451/0001-06;2025-01-01;1;149918;KALLAS INCORPORAÇÕES E CONSTRUÇÕES S.A.;Gazeta de São Paulo;SP
09.149.503/0001-06;2025-01-01;1;148992;SERENA GERAÇÃO S.A.;Gazeta de São Paulo;SP
09.149.503/0001-06;2025-01-01;1;148992;SERENA GERAÇÃO S.A.;portal.mzgroup.com;SP
09.229.201/0001-30;2025-01-01;1;144211;GPS PARTICIPAÇÕES E EMPREENDIMENTOS S.A.;Data Mercantil;SP
09.229.201/0001-30;2025-01-01;1;144211;GPS PARTICIPAÇÕES E EMPREENDIMENTOS S.A.;https://portal.mzgroup.com/;SP
09.257.877/0001-37;2025-01-01;2;148152;FERROVIA NORTE SUL S/A;Diário Oficial do Estado do Maranhão;MA
09.257.877/0001-37;2025-01-01;2;148152;FERROVIA NORTE SUL S/A;O Imparcial;MA
09.288.252/0001-32;2025-01-01;2;145194;ANIMA HOLDING S.A.;Rede de Divulgação - https://www.rededivulgacao.com.br;SP
09.288.252/0001-32;2025-01-01;2;145194;ANIMA HOLDING S.A.;Valor Econômico;SP
09.295.063/0001-97;2025-01-01;1;148592;TECHNOS S.A.;Jornal Monitor Mercantil;RJ
09.295.063/0001-97;2025-01-01;1;148592;TECHNOS S.A.;Portal de Notícia Online - Jornal Monitor Mercantil (apenas para fato relevante);RJ
09.305.994/0001-29;2025-01-01;1;146356;AZUL S.A.;https://ri.voeazul.com.br/;SP
09.305.994/0001-29;2025-01-01;1;146356;AZUL S.A.;Jornal Folha de São Paulo;SP
