CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Empresarial;Tipo_Endereco;Logradouro;Complemento;Bairro;Cidade;Sigla_UF;Pais;CEP;Caixa_Postal;DDI_Telefone;DDD_Telefone;Telefone;DDI_Fax;DDD_Fax;Fax;Email
16.404.287/0001-55;2025-01-01;1;148219;SUZANO S.A.;Endereço da Sede;Av. Professor Magalhães Neto,1752 - 10º andar;Salas 1009/1010/1011;Pituba;Salvador;BA;Brasil;41810012;;;11;35039330;;;;ri@suzano.com.br
16.404.287/0001-55;2025-01-01;1;148219;SUZANO S.A.;Endereço para Correspondência;Av. Brigadeiro Faria Lima, 1355;7º andar;Pinheiros;São Paulo;SP;Brasil;01452919;;;11;35039330;;;;ri@suzano.com.br
16.590.234/0001-76;2025-01-01;3;151860;AZZAS 2154 S.A.;Endereço da Sede;Rua Fernandes Tourinho n° 147;sala 402;Bairro Savassi;Belo Horizonte;MG;Brasil;30112000;;;31;21211000;;;;ri@azzas2154.com.br
16.590.234/0001-76;2025-01-01;3;151860;AZZAS 2154 S.A.;Endereço para Correspondência;Avenida Engenheiro Luiz Carlos Berrini, 105;3° andar;Itaim Bibi;São Paulo;SP;Brasil;04571010;;;11;21324300;;;;ri@azzas2154.com.br
16.614.075/0001-00;2025-01-01;3;150595;DIRECIONAL ENGENHARIA S.A.;Endereço da Sede;Rua dos Otoni, 177;177;Santa Efigênia;Belo Horizonte;MG;Brasil;30150270;;;31;34315509;;;;ri@direcional.com.br
16.614.075/0001-00;2025-01-01;3;150595;DIRECIONAL ENGENHARIA S.A.;Endereço para Correspondência;Rua dos Otoni, 177;177;Santa Efigênia;Belo Horizonte;MG;Brasil;30150270;;;31;34315509;;;;ri@direcional.com.br
16.670.085/0001-55;2025-01-01;1;148346;Localiza Rent a Car S.A.;Endereço da Sede;Avenida Bernardo de Vasconcelos;377;Cachoeirinha;Belo Horizonte;MG;Brasil;31150000;;;31;32477024;;;;mercado.capitais@localiza.com
16.670.085/0001-55;2025-01-01;1;148346;Localiza Rent a Car S.A.;Endereço para Correspondência;Avenida Bernardo de Vasconcelos;377;Cachoeirinha;Belo Horizonte;MG;Brasil;31150000;;;31;32477024;;;;mercado.capitais@localiza.com
16.676.520/0001-59;2025-01-01;1;148321;HOSPITAL MATER DEI S.A.;Endereço da Sede;Rua Mato Grosso;nº 1100;Santo Agostinho;Belo Horizonte;MG;Brasil;30190081;;;31;34017100;;;;ri@materdei.com.br
16.676.520/0001-59;2025-01-01;1;148321;HOSPITAL MATER DEI S.A.;Endereço para Correspondência;Rua Mato Grosso;nº 1100;Santo Agostinho;Belo Horizonte;MG;Brasil;30190081;;;31;34017100;;;;ri@materdei.com.br
16.811.931/0001-00;2025-01-01;1;148493;ALPHAVILLE S.A.;Endereço da Sede;Avenida das Nações Unidas, 14.171;7º andar-Torre A;Vila Gertrudes;São Paulo;SP;Brasil;04794000;;;11;30305114;;;;ri@alphaville.com.br
16.811.931/0001-00;2025-01-01;1;148493;ALPHAVILLE S.A.;Endereço para Correspondência;Avenida das Nações Unidas, 14.171;7º andar-Torre A;Vila Gertrudes;São Paulo;SP;Brasil;04794000;;;11;30305114;;;;ri@alphaville.com.br
16.838.421/0001-26;2025-01-01;2;148977;XP Investimentos S.A.;Endereço da Sede;Praia de Botafogo, 501;Bloco I;Botafogo;Rio de Janeiro;RJ;Brasil;22250911;;;21;40033710;;;;relacoes.investidores@xpi.com.br
16.838.421/0001-26;2025-01-01;2;148977;XP Investimentos S.A.;Endereço para Correspondência;Praia de Botafogo, 501;Bloco I;Botafogo;Rio de Janeiro;RJ;Brasil;22250911;;;21;40033710;;;;relacoes.investidores@xpi.com.br
16.922.038/0001-51;2025-01-01;1;144448;ENJOEI S.A.;Endereço da Sede;Avenida Ipiranga, 200;Loja 87, Terraço;República;São Paulo;SP;Brasil;01046925;;;11;31974884;;;;ri@enjoei.com.br
16.922.038/0001-51;2025-01-01;1;144448;ENJOEI S.A.;Endereço para Correspondência;Avenida Ipiranga, 200;Loja 87, Terraço;República;São Paulo;SP;Brasil;01046925;;;11;31974884;;;;ri@enjoei.com.br
17.155.730/0001-64;2025-01-01;1;148054;CIA ENERGETICA DE MINAS GERAIS - CEMIG;Endereço da Sede;Avenida Barbacena, 1200;16º / B1;Santo Agostinho;Belo Horizonte;MG;Brasil;30190131;;;31;35065026;;;;ri@cemig.com.br
17.155.730/0001-64;2025-01-01;1;148054;CIA ENERGETICA DE MINAS GERAIS - CEMIG;Endereço para Correspondência;Avenida Barbacena, 1200;16º Andar/B1;Santo Agostinho;Belo Horizonte;MG;Brasil;30190131;;;31;35065024;;;;ri@cemig.com.br
17.159.005/0001-64;2025-01-01;1;149306;FIACAO E TECELAGEM SAO JOSE SA EM RECUPERACAO JUDICIAL;Endereço da Sede;RUA GENERAL MAC ARTHUR;Nº 418 - SALA 203;IMBIRIBEIRA;Recife;PE;Brasil;51160280;;;31;33276693;;;;tecelsaojosenordeste@gmail.com
17.159.005/0001-64;2025-01-01;1;149306;FIACAO E TECELAGEM SAO JOSE SA EM RECUPERACAO JUDICIAL;Endereço para Correspondência;RUA GENERAL MAC ARTHUR;Nº 418 - SALA 203;IMBIRIBEIRA;Recife;PE;Brasil;51160280;;;31;33276693;;;;tecelsaojosenordeste@gmail.com
17.159.229/0001-76;2025-01-01;1;148286;LABORATÓRIO TEUTO BRASILEIRO S.A.;Endereço da Sede;VP 7D, Módulo 11;Quadra 13;Distrito Industrial;Anápolis;GO;Brasil;75132140;;;62;33102017;;;;ri@teuto.com.br
17.159.229/0001-76;2025-01-01;1;148286;LABORATÓRIO TEUTO BRASILEIRO S.A.;Endereço para Correspondência;VP 7D, Módulo 11;Quadra 13;Distrito Industrial;Anápolis;GO;Brasil;75132140;;;62;33102017;;;;ri@teuto.com.br
17.161.241/0001-15;2025-01-01;1;145137;MINASMAQUINAS S.A.;Endereço da Sede;BR 381 - ROD. FERNÃO DIAS, KM 2, Nº 2211;;BANDEIRANTES;Contagem;MG;Brasil;32240090;;;31;33691700;;;;ri@minasmaquinas.com.br
17.161.241/0001-15;2025-01-01;1;145137;MINASMAQUINAS S.A.;Endereço para Correspondência;BR 381 - ROD. FERNÃO DIAS, KM 2, Nº 2211;;BANDEIRANTES;Contagem;MG;Brasil;32240090;;;31;33691700;;;;ri@minasmaquinas.com.br
17.162.082/0001-73;2025-01-01;2;150024;MENDES JUNIOR ENGENHARIA S.A.;Endereço da Sede;Avenida João Pinheiro, 39;15º andar / Sala 153;Boa Viagem;Belo Horizonte;MG;Brasil;30130183;;;31;21219920;;;;mendesjunior@mendesjuniorengenharia.com.br
17.162.082/0001-73;2025-01-01;2;150024;MENDES JUNIOR ENGENHARIA S.A.;Endereço para Correspondência;Avenida João Pinheiro, 39;15º andar / Sala 153;Boa Viagem;Belo Horizonte;MG;Brasil;30130183;;;31;21219920;;;;mendesjunior@mendesjuniorengenharia.com.br
17.167.396/0001-69;2025-01-01;2;146280;ALFA HOLDINGS S.A.;Endereço da Sede;Avenida Paulista, 2.150;17 andar;Bela Vista;São Paulo;SP;Brasil;01310300;;;11;31755530;;;;juridico.societario@safra.com.br
17.167.396/0001-69;2025-01-01;2;146280;ALFA HOLDINGS S.A.;Endereço para Correspondência;Avenida Paulista, 2.150;17 andar;Bela Vista;São Paulo;SP;Brasil;01310300;;;11;31755530;;;;juridico.societario@safra.com.br
17.184.037/0001-10;2025-01-01;1;148823;BCO MERCANTIL DO BRASIL S.A.;Endereço da Sede;Avenida do Contorno, 5800;14º andar;Savassi;Belo Horizonte;MG;Brasil;30110042;;;31;30575242;;;;ri@mercantil.com.br
17.184.037/0001-10;2025-01-01;1;148823;BCO MERCANTIL DO BRASIL S.A.;Endereço para Correspondência;Avenida do Contorno, 5800;14º andar;Savassi;Belo Horizonte;MG;Brasil;30110042;;;31;30575242;;;;ri@mercantil.com.br
17.234.244/0001-31;2025-01-01;1;148722;FTL - FERROVIA TRANSNORDESTINA LOGÍSTICA S.A.;Endereço da Sede;AV FRANCISCO SÁ, 4829;Parte;ALVARO WEYNE;Fortaleza;CE;Brasil;60335195;;;85;40082500;;;;dricvmftl@ftlsa.com.br
17.234.244/0001-31;2025-01-01;1;148722;FTL - FERROVIA TRANSNORDESTINA LOGÍSTICA S.A.;Endereço para Correspondência;AV FRANCISCO SÁ, 4829;Parte;ALVARO WEYNE;Fortaleza;CE;Brasil;60335195;;;85;40082500;;;;dricvmftl@ftlsa.com.br
17.245.234/0001-00;2025-01-01;1;147467;CIA FIACAO TECIDOS CEDRO CACHOEIRA;Endereço da Sede;Rua Paraíba, 330;9º Andar;Funcionários;Belo Horizonte;MG;Brasil;30130917;;;31;32355224;;;;ri@cedro.ind.br
17.245.234/0001-00;2025-01-01;1;147467;CIA FIACAO TECIDOS CEDRO CACHOEIRA;Endereço para Correspondência;Rua Paraíba, 330;9º Andar;Funcionários;Belo Horizonte;MG;Brasil;30130917;;;31;32355224;;;;ri@cedro.ind.br
17.281.106/0001-03;2025-01-01;2;148933;CIA SANEAMENTO DE MINAS GERAIS-COPASA MG;Endereço da Sede;Rua Mar de Espanha;525;Bairro Santo Antonio;Belo Horizonte;MG;Brasil;30330900;;;31;32502015;;;;ri@copasa.com.br
17.281.106/0001-03;2025-01-01;2;148933;CIA SANEAMENTO DE MINAS GERAIS-COPASA MG;Endereço para Correspondência;Rua Mar de Espanha;525;Bairro Santo Antonio;Belo Horizonte;MG;Brasil;30330900;;;31;32502015;;;;ri@copasa.com.br
17.314.329/0001-20;2025-01-01;1;146139;INTERNATIONAL MEAL COMPANY ALIMENTACAO S.A.;Endereço da Sede;Avenida Doutora Ruth Cardoso, 4777, 12º andar;conjunto A;Jd Univ. Pinheiros;São Paulo;SP;Brasil;05477902;;;11;30419500;;;;ri@grupoimc.com.br
17.314.329/0001-20;2025-01-01;1;146139;INTERNATIONAL MEAL COMPANY ALIMENTACAO S.A.;Endereço para Correspondência;Avenida Doutora Ruth Cardoso, 4777, 12º andar;conjunto A;Jd Univ. Pinheiros;São Paulo;SP;Brasil;05477902;;;11;30419500;;;;ri@grupoimc.com.br
17.344.597/0001-94;2025-01-01;1;149148;BB SEGURIDADE PARTICIPAÇÕES S.A.;Endereço da Sede;SAUN, Quadra 05, Bloco B, 3º andar;Edifício BB;Asa Norte;Brasília;DF;Brasil;70040912;;;61;34932929;;;;ri@bbseg.com.br
17.344.597/0001-94;2025-01-01;1;149148;BB SEGURIDADE PARTICIPAÇÕES S.A.;Endereço para Correspondência;Rua Alexandre Dumas, 1671;Térreo, Ala B;Chácara Sto Antônio;São Paulo;SP;Brasil;04717903;;;11;42970730;;;;ri@bbseg.com.br
17.359.233/0001-88;2025-01-01;1;146703;TECIDOS E ARMARINHOS MIGUEL BARTOLOMEU S.A.;Endereço da Sede;Via Municipal Manoel Jacinto Coelho Jr., S/N;;Tapera;Contagem;MG;Brasil;32150245;;;31;33590947;;;;ri@tambasa.com.br
17.359.233/0001-88;2025-01-01;1;146703;TECIDOS E ARMARINHOS MIGUEL BARTOLOMEU S.A.;Endereço para Correspondência;Via Municipal Manoel Jacinto Coelho Jr., S/N;;Tapera;Contagem;MG;Brasil;32150245;;;31;33590947;;;;ri@tambasa.com.br
17.765.891/0001-70;2025-01-01;2;149521;Grupo Salta Educação S.A.;Endereço da Sede;Rua Rodrigo de Brito;nº 13;Botafogo;Rio de Janeiro;RJ;Brasil;22280100;;;21;35285100;;;;ri@gruposaltaedu.com
17.765.891/0001-70;2025-01-01;2;149521;Grupo Salta Educação S.A.;Endereço para Correspondência;Rua Rodrigo de Brito;nº 13;Botafogo;Rio de Janeiro;RJ;Brasil;22280100;;;21;35285100;;;;ri@gruposaltaedu.com
18.080.368/0001-72;2025-01-01;2;151737;OZN Health SPE S.A.;Endereço da Sede;Avenida Torquato Tapajós;nº 9.250;Colônia Terra Nova;Manaus;AM;Brasil;69093415;;;92;30421418;;;;dri@opyhealth.com.br
18.080.368/0001-72;2025-01-01;2;151737;OZN Health SPE S.A.;Endereço para Correspondência;Avenida Torquato Tapajós;nº 9.250;Colônia Terra Nova;Manaus;AM;Brasil;69093415;;;92;30421418;;;;dri@opyhealth.com.br
18.174.270/0001-84;2025-01-01;1;148500;Dotz S.A.;Endereço da Sede;Avenida das Nações Unidas, 12995, 16º andar - Wework;Sala nº 1601 e 1602;Itaim Bibi;São Paulo;SP;Brasil;04578911;;;11;37369520;;;;ri@dotz.com
18.174.270/0001-84;2025-01-01;1;148500;Dotz S.A.;Endereço para Correspondência;Avenida das Nações Unidas, 12995, 16º andar - Wework;Sala nº 1601 e 1602;Itaim Bibi;São Paulo;SP;Brasil;04578911;;;11;37369520;;;;ri@dotz.com
18.328.118/0001-09;2025-01-01;1;148487;Pet Center Comércio e Participações S.A.;Endereço da Sede;Rua Doutor Miguel Paulo Capalbo, 166;Anexos 192 e 214;Pari;São Paulo;SP;Brasil;03035040;;;11;34347181;;;;ri@petz.com.br
18.328.118/0001-09;2025-01-01;1;148487;Pet Center Comércio e Participações S.A.;Endereço para Correspondência;Rua Doutor Miguel Paulo Capalbo, 135;Departamento de RI;Pari;São Paulo;SP;Brasil;03035040;;;11;34347181;;;;ri@petz.com.br
18.483.666/0001-03;2025-01-01;1;149226;Humberg Agribrasil Comércio e Exportação de Grãos S.A.;Endereço da Sede;Rua Joaquim Floriano, 960;3º andar;Itaim Bibi;São Paulo;SP;Brasil;04534004;;;11;27140800;;;;ri@agribrasil.net
18.483.666/0001-03;2025-01-01;1;149226;Humberg Agribrasil Comércio e Exportação de Grãos S.A.;Endereço no Exterior;Rue de la Tour-de-L'Ile 1 - 1204;AGRIBRASIL GLOBAL SA;;;RR;Suíça;;;;;;;;;
18.483.666/0001-03;2025-01-01;1;149226;Humberg Agribrasil Comércio e Exportação de Grãos S.A.;Endereço para Correspondência;Rua Joaquim Floriano, 960;3º andar;Itaim Bibi;São Paulo;SP;Brasil;04534004;;;11;27140800;;;;ri@agribrasil.net
18.494.485/0001-82;2025-01-01;1;149979;PORTO SUDESTE V.M. S.A.;Endereço da Sede;Rua Felix Lopes Coelho, nº 222, lotes 5 ao 20, Q 0001;lote 5 (parte);Ilha da Madeira;Itaguaí;RJ;Brasil;23826580;;;21;36095922;;;;investor.relations@portosudeste.com
18.494.485/0001-82;2025-01-01;1;149979;PORTO SUDESTE V.M. S.A.;Endereço para Correspondência;Rua Felix Lopes Coelho, nº 222, lotes 5 ao 20, Q 0001;lote 5 (parte);Ilha da Madeira;Itaguaí;RJ;Brasil;23826580;;;21;36095922;;;;investor.relations@portosudeste.com
18.572.225/0001-88;2025-01-01;1;144481;CONCEBRA - CONCESSIONARIA DAS RODOVIAS CENTRAIS DO BRASIL;Endereço da Sede;RUA CAIAPIA, 86;QD. E5 LOTE 5;ALPHAVILLE EMPRESAR.;Goiânia;GO;Brasil;74884554;;;62;36238900;;;;DANIEL.AMARAL@TRIUNFOCONCEBRA.COM.BR
18.572.225/0001-88;2025-01-01;1;144481;CONCEBRA - CONCESSIONARIA DAS RODOVIAS CENTRAIS DO BRASIL;Endereço para Correspondência;RUA CAIAPIA, 86;QD. E5 LOTE 5;ALPHAVILLE EMPRESAR.;Goiânia;GO;Brasil;74884554;;;62;36238900;;;;DANIEL.AMARAL@TRIUNFOCONCEBRA.COM.BR
18.593.815/0001-97;2025-01-01;2;146745;PRINER SERVIÇOS INDUSTRIAIS S.A.;Endereço da Sede;Avenida das Américas, nº 3.434;Bl 06, 601 a 608;Barra da Tijuca;Rio de Janeiro;RJ;Brasil;22640102;;;21;35443100;;;;ri@priner.com.br
18.593.815/0001-97;2025-01-01;2;146745;PRINER SERVIÇOS INDUSTRIAIS S.A.;Endereço para Correspondência;Avenida das Américas, nº 3.434;Bl 06, 601 a 608;Barra da Tijuca;Rio de Janeiro;RJ;Brasil;22640102;;;21;35443100;;;;ri@priner.com.br
18.903.785/0001-78;2025-01-01;2;151809;HOLDING DO ARAGUAIA S.A.;Endereço da Sede;Rua Gomes de Carvalho, nº 1.510;Conjuntos 31/32;Vila Olímpia;São Paulo;SP;Brasil;04547005;;;11;37872667;;;;invest@ecorodovias.com.br
18.903.785/0001-78;2025-01-01;2;151809;HOLDING DO ARAGUAIA S.A.;Endereço para Correspondência;Rua Gomes de Carvalho, nº 1.510;Conjuntos 31/32;Vila Olímpia;São Paulo;SP;Brasil;04547005;;;11;37872683;;;;invest@ecorodovias.com.br
19.014.221/0001-47;2025-01-01;1;144563;China Three Gorges Brasil Energia S.A.;Endereço da Sede;Rua Funchal, nº 418;3º andar, Sala 1;Vila Olímpia;São Paulo;SP;Brasil;04551060;;;11;45506040;;;;ri@ctgbr.com.br
19.014.221/0001-47;2025-01-01;1;144563;China Three Gorges Brasil Energia S.A.;Endereço para Correspondência;Rua Funchal, nº 418;3º andar, Sala 1;Vila Olímpia;São Paulo;SP;Brasil;04551060;;;11;45506040;;;;ri@ctgbr.com.br
19.208.022/0001-70;2025-01-01;1;147256;ECO050 CONCESSIONÁRIA DE RODOVIAS S.A.;Endereço da Sede;Rua Sintra;50;Granja Marileusa;Uberlândia;MG;Brasil;38406643;;;34;32918000;;;;invest@ecorodovias.com.br
19.208.022/0001-70;2025-01-01;1;147256;ECO050 CONCESSIONÁRIA DE RODOVIAS S.A.;Endereço para Correspondência;Rua Sintra;50;Granja Marileusa;Uberlândia;MG;Brasil;38406643;;;34;32918000;;;;invest@ecorodovias.com.br
19.403.252/0001-90;2025-01-01;1;148766;EMCCAMP RESIDENCIAL S.A.;Endereço da Sede;Rua Gonçalves Dias;nº 744;Funcionários;Belo Horizonte;MG;Brasil;30140091;;;31;35267455;;;;ri@emccamp.com.br
19.403.252/0001-90;2025-01-01;1;148766;EMCCAMP RESIDENCIAL S.A.;Endereço para Correspondência;Rua Gonçalves Dias;nº 744;Funcionários;Belo Horizonte;MG;Brasil;30140091;;;31;35267455;;;;ri@emccamp.com.br
19.521.322/0001-04;2025-01-01;1;148739;CONCESSIONÁRIA ROTA DO OESTE S.A.;Endereço da Sede;Avenida Miguel Sutil, nº 15.160;;Coophamil;Cuiabá;MT;Brasil;78028015;;;65;30569101;;;;crori@rotadooeste.com.br
19.521.322/0001-04;2025-01-01;1;148739;CONCESSIONÁRIA ROTA DO OESTE S.A.;Endereço para Correspondência;Avenida Miguel Sutil, nº 15.160;;Coophamil;Cuiabá;MT;Brasil;78028015;;;65;30569101;;;;crori@rotadooeste.com.br
19.526.748/0001-50;2025-01-01;1;145325;COMPANHIA INDUSTRIAL CATAGUASES;Endereço da Sede;Praça José Inácio Peixoto;28;Vila Tereza;Cataguases;MG;Brasil;36772010;;;32;998801162;;;;philiper@cataguases.com.br
19.526.748/0001-50;2025-01-01;1;145325;COMPANHIA INDUSTRIAL CATAGUASES;Endereço para Correspondência;Praça José Inácio Peixoto;28;Vila Tereza;Cataguases;MG;Brasil;36772010;;;32;998801162;;;;philiper@cataguases.com.br
19.527.586/0001-75;2025-01-01;1;144992;COMPANHIA ENERGÉTICA SINOP S/A;Endereço da Sede;Avenida dos Flamboyants, 684;;Jardim Botânico;Sinop;MT;Brasil;78556024;;;66;35209500;;;;ri@sinopenergia.com.br
19.527.586/0001-75;2025-01-01;1;144992;COMPANHIA ENERGÉTICA SINOP S/A;Endereço para Correspondência;Avenida dos Flamboyants, 684;;Jardim Botânico;Sinop;MT;Brasil;78556024;;;66;35209500;;;;ri@sinopenergia.com.br
19.527.639/0001-58;2025-01-01;1;148557;ENERGISA MINAS RIO - DISTRIBUIDORA DE ENERGIA S/A;Endereço da Sede;Praça Rui Barbosa;80;Centro;Cataguases;MG;Brasil;36770901;;;32;34296000;;;;ri@energisa.com.br
19.527.639/0001-58;2025-01-01;1;148557;ENERGISA MINAS RIO - DISTRIBUIDORA DE ENERGIA S/A;Endereço para Correspondência;Praça Rui Barbosa;80;Centro;Cataguases;MG;Brasil;36770901;;;32;34296000;;;;ri@energisa.com.br
19.642.306/0001-70;2025-01-01;1;151594;CONCESSIONÁRIA DE RODOVIA SUL-MATOGROSSENSE S.A.;Endereço da Sede;Av. Zila Correa Machado, 5600;-;Bairro Moreninha;Campo Grande;MS;Brasil;79065660;;;67;33579100;;;;cvm.msvia@grupoccr.com.br
19.642.306/0001-70;2025-01-01;1;151594;CONCESSIONÁRIA DE RODOVIA SUL-MATOGROSSENSE S.A.;Endereço para Correspondência;Av. Zila Correa Machado, 5600;-;Bairro Moreninha;Campo Grande;MS;Brasil;79065660;;;67;33579100;;;;cvm.msvia@grupoccr.com.br
19.851.496/0001-35;2025-01-01;1;146607;LOGOS COMPANHIA SECURITIZADORA S/A;Endereço da Sede;AVENIDA CANDIDO DE ABREU, 776;SALA 803;CENTRO CIVICO;Curitiba;PR;Brasil;80530000;;;41;31497101;;;;securitizacao@ethosgroup.com.br
19.851.496/0001-35;2025-01-01;1;146607;LOGOS COMPANHIA SECURITIZADORA S/A;Endereço para Correspondência;AVENIDA CANDIDO DE ABREU, 776;SALA 803;CENTRO CIVICO;Curitiba;PR;Brasil;80530000;;;41;31497101;;;;securitizacao@ethosgroup.com.br
20.247.322/0001-47;2025-01-01;2;151891;ALLIED TECNOLOGIA S.A.;Endereço da Sede;Avenida das Nações Unidas, n° 12.995;22° (parte) e 23º;Brooklin Paulista;São Paulo;SP;Brasil;04578911;;;11;45255199;;;;ri@alliedbrasil.com.br
20.247.322/0001-47;2025-01-01;2;151891;ALLIED TECNOLOGIA S.A.;Endereço para Correspondência;Avenida das Nações Unidas, n° 12.995;22° (parte) e 23º;Brooklin Paulista;São Paulo;SP;Brasil;04578911;;;11;45255199;;;;ri@alliedbrasil.com.br
20.258.278/0001-70;2025-01-01;1;148466;OUROFINO S.A.;Endereço da Sede;Rodovia Anhanguera, SP 330, KM 298, Bloco C, 2º andar;Setor Ourofino S.A.;Distrito Industrial;Cravinhos;SP;Brasil;14140000;;;16;35184098;;;;ri@ourofino.com
20.258.278/0001-70;2025-01-01;1;148466;OUROFINO S.A.;Endereço para Correspondência;Rodovia Anhanguera, SP 330, KM 298, Bloco C, 2º andar;Setor Ourofino S.A.;Distrito Industrial;Cravinhos;SP;Brasil;14140000;;;16;35184098;;;;ri@ourofino.com
20.512.706/0001-40;2025-01-01;1;148238;VITRU BRASIL EMPREENDIMENTOS, PARTICIPAÇÕES E COMÉRCIO S.A.;Endereço da Sede;Rodovia José Carlos Daux, n.º 5500, torre Jurerê A;2º Andar, Sala T;Saco Grande;Florianópolis;SC;Brasil;88032005;;;47;32819500;;;;ir@vitru.com.br
20.512.706/0001-40;2025-01-01;1;148238;VITRU BRASIL EMPREENDIMENTOS, PARTICIPAÇÕES E COMÉRCIO S.A.;Endereço para Correspondência;Rodovia José Carlos Daux, n.º 5500, torre Jurerê A;2º Andar, Sala T;Saco Grande;Florianópolis;SC;Brasil;88032005;;;47;32819500;;;;ir@vitru.com.br
20.514.555/0001-69;2025-01-01;1;144925;Argo VI Transmissão de Energia S.A.;Endereço da Sede;Rua Tabapuã, 841 - Conj. 21- 2º andar - Itaim Bibi;;Itaim Bibi;São Paulo;SP;Brasil;04533013;;;11;38108760;;;;ri@argoenergia.com.br
20.514.555/0001-69;2025-01-01;1;144925;Argo VI Transmissão de Energia S.A.;Endereço para Correspondência;Rua Tabapuã, 841 - Conj. 21- 2º andar - Itaim Bibi;;Itaim Bibi;São Paulo;SP;Brasil;04533013;;;11;38108760;;;;ri@argoenergia.com.br
20.514.590/0001-88;2025-01-01;1;144924;Argo V Transmissão de Energia S.A.;Endereço da Sede;RUA TAPABUÃ, 841 - 5º ANDAR CONJ 51;;Itaim Bibi;São Paulo;SP;Brasil;04533013;;;11;38108760;;;;ri@argoenergia.com.br
20.514.590/0001-88;2025-01-01;1;144924;Argo V Transmissão de Energia S.A.;Endereço para Correspondência;RUA TAPABUÃ, 841 - 5º ANDAR CONJ 51;;Itaim Bibi;São Paulo;SP;Brasil;04533013;;;11;38108760;;;;ri@argoenergia.com.br
21.110.778/0001-23;2025-01-01;1;148365;OLIVEIRA TRUST S.A.;Endereço da Sede;Avenida das Américas, nº 3.434, Bloco 07;Sala 202 (parte);Barra da Tijuca;Rio de Janeiro;RJ;Brasil;22640102;;;21;35140000;;;;ri@oliveiratrust.com.br
21.110.778/0001-23;2025-01-01;1;148365;OLIVEIRA TRUST S.A.;Endereço para Correspondência;Avenida das Américas, nº 3.434, Bloco 07;Sala 202 (parte);Barra da Tijuca;Rio de Janeiro;RJ;Brasil;22640102;;;21;35140000;;;;ri@oliveiratrust.com.br
21.240.146/0001-84;2025-01-01;1;148551;Agrogalaxy Participações S.A. - Em Recuperação Judicial;Endereço da Sede;Rua T-37, esquina com a T-12, nº 35, salas de nº 2301 a 231;Anexo B;Setor Bueno;Goiânia;GO;Brasil;74230025;;;62;37730700;;;;ri@agrogalaxy.com.br
21.240.146/0001-84;2025-01-01;1;148551;Agrogalaxy Participações S.A. - Em Recuperação Judicial;Endereço para Correspondência;Rua T-37, esquina com a T-12, nº 35, salas de nº 2301 a 231;Anexo B;Setor Bueno;Goiânia;GO;Brasil;74230025;;;62;37730700;;;;ri@agrogalaxy.com.br
21.254.073/0001-80;2025-01-01;1;148463;Companhia Itaunense Energia e Participações;Endereço da Sede;Rua João Cerqueira Lima;133;Centro;Itaúna;MG;Brasil;35680063;;;37;32421242;;;;companhiaitaunense@gmail.com
21.254.073/0001-80;2025-01-01;1;148463;Companhia Itaunense Energia e Participações;Endereço para Correspondência;Rua João Cerqueira Lima;133;Centro;Itaúna;MG;Brasil;35680063;;;37;32421242;;;;companhiaitaunense@gmail.com
21.255.567/0001-89;2025-01-01;2;144714;CIA TECIDOS SANTANENSE em Recuperação Judicial;Endereço da Sede;Rua Doutor Alcides Gonçalves;1500;Santanense;Itaúna;MG;Brasil;39404006;;;38;33499820;;;;JOAO.BOMFIM@COTEMINAS.COM.BR
21.255.567/0001-89;2025-01-01;2;144714;CIA TECIDOS SANTANENSE em Recuperação Judicial;Endereço para Correspondência;Avenida paulista 1754;2 sobreloja;Cerqueira César;São Paulo;SP;Brasil;01310200;;;11;21454412;;;;JOAO.BOMFIM@COTEMINAS.COM.BR
21.314.559/0001-66;2025-01-01;1;144866;MOVIDA PARTICIPACOES SA;Endereço da Sede;Rua Doutor Renato Paes de Barros, 1017;Conjunto 91;Itaim Bibi;São Paulo;SP;Brasil;04530001;;;11;35281199;;;;ri@movida.com.br
21.314.559/0001-66;2025-01-01;1;144866;MOVIDA PARTICIPACOES SA;Endereço para Correspondência;Rua Doutor Renato Paes de Barros, 1017;Conjunto 91;Itaim Bibi;São Paulo;SP;Brasil;04530001;;;11;35281199;;;;ri@movida.com.br
21.389.501/0001-81;2025-01-01;2;148591;Compass Gás e Energia S.A.;Endereço da Sede;Avenida Brigadeiro Faria Lima, nº 4.100;4º andar, Sala 5;Itaim Bibi;São Paulo;SP;Brasil;04538132;;;11;38979797;;;;ri@compassbr.com
21.389.501/0001-81;2025-01-01;2;148591;Compass Gás e Energia S.A.;Endereço para Correspondência;Avenida Brigadeiro Faria Lima, nº 4.100;4º andar, Sala 5;Itaim Bibi;São Paulo;SP;Brasil;04538132;;;11;38979797;;;;ri@compassbr.com
21.414.457/0001-12;2025-01-01;1;147059;LEADS CIA. SECURITIZADORA;Endereço da Sede;RUA IGUATEMI, 192;CONJUNTO 204;ITAIM BIBI;São Paulo;SP;Brasil;01451010;;;11;45504626;;;;julia.freixo@leadsec.com.br
21.414.457/0001-12;2025-01-01;1;147059;LEADS CIA. SECURITIZADORA;Endereço para Correspondência;RUA IGUATEMI, 192;CONJUNTO 204;ITAIM BIBI;São Paulo;SP;Brasil;01451010;;;11;45504626;;;;julia.freixo@leadsec.com.br
